Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;28.0;28.0;28.0;28.0;-
KUKZ;Kakuzi;309.0;309.0;309.0;309.0;-
KAPC;Kapchorua Tea Kenya Plc;84.0;84.0;84.0;84.0;200
LIMT;Limuru Tea Plc;600.0;600.0;600.0;600.0;-
SASN;Sasini Tea and Coffee Ltd;27.0;27.0;27.0;26.5;100
WTK;Williamson Tea Kenya Plc;180.0;189.0;186.0;190.0;1000
CGEN;Car and General (K) Ltd;20.0;20.0;20.0;20.0;-
ABSA;ABSA Bank Kenya Plc;10.0;10.5;10.3;9.95;43400
COOP;Co-operative Bank of Kenya Ltd;15.75;16.0;15.9;15.85;1054900
DTK;Diamond Trust Bank Kenya Ltd;185.0;185.0;185.0;185.0;100
EQTY;Equity Group Holdings Ltd;40.25;43.0;41.0;41.25;925600
HFCK;HF Group Ltd;10.95;11.75;11.5;10.8;246000
IMH;I & M Holdings Plc;115.0;115.0;115.0;115.0;1400
KCB;KCB Group Plc;42.0;43.0;42.5;42.5;1555900
NBK;National Bank of Kenya Ltd;9.5;10.05;10.0;9.85;8400
NCBA;NCBA Group Plc;34.5;35.5;35.05;34.0;37400
SBIC;Stanbic Holdings Plc;81.0;81.0;81.0;80.0;3900
SCBK;Standard Chartered Bank Kenya Ltd;222.0;230.0;227.0;222.0;1100
DCON;Deacons (East Africa) Plc;4.2;4.25;4.2;3.9;21000
EVRD;Eveready East Africa Ltd;2.35;2.45;2.35;2.4;27900
XPRS;Express Ltd;4.0;4.0;4.0;4.0;-
KQ;Kenya Airways Plc;4.5;4.6;4.55;4.55;243700
LKL;Longhorn Publishers Plc;5.3;5.3;5.3;5.1;25300
NBV;Nairobi Business Ventures Ltd;4.5;4.95;4.75;4.9;8700
NMG;Nation Media Group Plc;112.0;117.0;114.0;112.0;3800
SMER;Sameer Africa Plc;2.5;2.6;2.55;2.7;1300
SGL;Standard Group Ltd;35.0;35.0;35.0;35.0;-
TPSE;TPS Eastern Africa (Serena) Ltd;25.5;25.5;25.5;25.5;-
UCHM;Uchumi Supermarket Ltd;3.85;4.1;3.95;4.0;335000
SCAN;WPP ScanGroup Plc;23.0;23.0;23.0;21.5;100
ARM;ARM Cement Ltd;21.0;21.5;21.0;21.5;62600
BAMB;Bamburi Cement Ltd;193.0;193.0;193.0;193.0;196000
CRWN;Crown Berger Ltd;75.0;75.0;75.0;75.0;-
CABL;East African Cables Ltd;6.1;6.7;6.4;6.15;33200
PORT;East African Portland Cement Ltd;31.0;31.0;31.0;31.0;-
KENO;KenolKobil Ltd;16.0;16.25;16.05;15.75;4500
KEGN;Kenya Electricity Generating Company Plc;8.8;8.95;8.9;8.55;352500
KPLC;Kenya Power and Lighting Ltd;9.0;9.8;9.5;8.95;307800
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;22.5;22.5;22.5;21.5;2800
UMME;Umeme Ltd;13.9;14.15;14.05;13.9;21500
BRIT;Britam Holdings Ltd;14.4;15.0;14.55;14.85;270800
CIC;CIC Insurance Group Ltd;5.0;5.5;5.15;5.15;168700
JUB;Jubilee Holdings Ltd;450.0;494.0;463.0;450.0;600
KNRE;Kenya Re-Insurance Corporation Ltd;21.5;23.5;21.85;22.4;9400
LBTY;Liberty Kenya Holdings Ltd;13.4;13.4;13.4;12.65;2100
SLAM;Sanlam Kenya Plc;27.5;27.5;27.5;27.0;17100
CTUM;Centum Investment Company Ltd;42.75;43.5;42.95;42.05;7200
HAFR;Home Afrika Ltd;1.0;1.05;1.0;1.0;1677400
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.6;2.8;2.6;2.65;7200
TCL;Trans-Century Ltd;7.65;7.65;7.65;7.55;13300
NSE;Nairobi Securities Exchange Plc;20.5;20.5;20.5;20.05;7500
BAT;BAT Kenya Plc;800.0;800.0;800.0;800.0;-
BOC;BOC Kenya Plc;99.0;99.0;99.0;99.0;-
CARB;Carbacid Investments Plc;13.0;13.0;13.0;12.4;52000
EABL;East African Breweries Ltd;265.0;268.0;267.0;265.0;50600
FTGH;Flame Tree Group Holdings Ltd;5.05;5.25;5.15;5.2;700
ORCH;Kenya Orchards Ltd;97.0;97.0;97.0;97.0;-
MSC;Mumias Sugar Company Ltd;1.1;1.2;1.1;1.15;183800
UNGA;Unga Group Ltd;29.5;29.5;29.5;29.0;100
SCOM;Safaricom Plc;23.5;24.75;24.25;23.75;356900
FAHR;Stanlib Fahari Income-REIT;12.25;12.9;12.35;12.0;4800
GLD;Barclays NewGold ETF;1246.0;1246.0;1246.0;1246.0;-
^FNK15;FTSE NSE Kenya 15 Index;203.39;208.77;206.3;203.63;-
^FNK25;FTSE NSE Kenya 25 Index;208.23;214.04;211.16;208.93;-
^N20I;NSE 20-Share Index;3903.29;3903.29;3903.29;3850.13;-
^N25I;NSE 25-Share Index;4328.42;4328.42;4328.42;4287.73;-
^NASI;NSE All-Share Index;162.74;162.74;162.74;160.54;-
;;;;;;
