Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20171002;41.0;41.25;41.0;41.0;19100
20171003;41.0;41.25;41.0;41.0;19100
20171004;40.5;44.0;40.9;41.0;14100
20171005;40.5;41.0;40.7;40.9;47500
20171006;40.5;41.0;40.55;40.7;18300
20171009;40.0;41.0;40.35;40.55;29200
20171010;40.25;41.25;40.95;40.35;186400
20171011;39.5;41.25;40.15;40.95;443700
20171012;39.0;40.0;39.4;40.15;55200
20171013;39.0;40.0;39.55;39.4;48600
20171016;39.0;40.0;39.95;39.55;216000
20171017;39.5;40.0;39.9;39.95;64800
20171018;39.0;40.0;39.7;39.9;38500
20171019;38.0;39.5;38.8;39.7;21500
20171023;38.0;39.0;38.6;38.8;44300
20171024;38.5;40.0;39.5;38.6;58900
20171025;38.5;40.0;39.5;38.6;58900
20171026;38.5;40.0;39.5;38.6;58900
20171027;39.5;40.0;39.8;39.5;22200
20171030;38.5;40.0;39.95;39.8;41700
20171031;39.0;40.25;39.25;39.95;45200
