20131202,35.0,35.5,35.0,440900
20131203,35.0,35.25,35.0,4.00M
20131204,34.0,35.0,34.25,1.74M
20131205,33.5,34.5,34.0,2.01M
20131206,32.75,34.0,33.5,396300
20131209,33.5,35.25,33.5,1.03M
20131210,32.75,34.0,33.5,2.30M
20131211,33.25,34.0,33.25,871200
20131213,33.25,34.0,33.25,871200
20131216,33.25,34.5,33.25,2.14M
20131217,32.5,33.5,33.0,2.71M
20131218,32.0,33.0,32.25,774800
20131219,32.0,32.75,32.25,741600
20131220,30.5,33.0,31.5,2.00M
20131223,30.75,32.0,31.0,1.58M
20131224,30.5,31.5,31.0,1.50M
20131227,30.75,31.5,30.75,1.38M
20131230,30.75,31.75,31.25,3.47M
20131231,30.0,32.0,30.75,1.93M
