EGAD;Eaagads Ltd;17.0;17.0;17.0;17.0;700
KUKZ;Kakuzi;40.0;40.0;40.0;40.0;4400
SASN;Sasini Tea and Coffee Ltd;50.0;55.0;52.0;55.5;185500
WTK;Williamson Tea Kenya Ltd;80.0;80.0;80.0;80.0;4500
C&G;Car and General (K) Ltd;53.0;55.0;53.0;53.5;6900
CMC;CMC Holdings Ltd;107.0;120.0;116.0;117.0;29000
FIRE;Sameer Africa Ltd;15.0;17.0;16.1;16.15;51300
BBK;Barclays Bank Ltd;325.0;338.0;335.0;341.0;15600
DTK;Diamond Trust Bank Kenya Ltd;75.0;83.0;78.0;78.0;108800
EQTY;Equity Group Holdings Ltd;129.0;140.0;135.0;135.0;32500
HFCK;HF Group Limited;45.0;50.0;48.5;49.0;164700
KCB;Kenya Commercial Bank Ltd;190.0;200.0;195.0;195.0;232200
NBK;National Bank of Kenya Ltd;60.0;69.5;64.0;62.0;204200
NIC;NIC Bank Ltd;100.0;105.0;103.0;104.0;24100
CFC;Stanbic Holdings Ltd;80.0;85.0;83.0;84.5;3000
SCBK;Standard Chartered Bank Ltd;169.0;180.0;172.0;178.0;18500
XPRS;Express Ltd;22.0;23.0;22.25;21.5;76600
KQ;Kenya Airways Ltd;126.0;135.0;132.0;133.0;59200
NMG;Nation Media Group;237.0;239.0;237.0;238.0;4800
SGL;Standard Group Ltd;52.0;53.0;52.0;52.0;2100
TPSE;TPS Eastern Africa (Serena) Ltd;85.0;93.5;85.0;85.0;7.45M
SCAN;WPP ScanGroup Ltd;26.0;28.0;27.0;26.25;265200
ARM;ARM Cement Ltd;81.0;86.0;84.5;85.5;102300
BAMB;Bamburi Cement Ltd;180.0;180.0;180.0;177.0;16600
BERG;Crown Berger Ltd;36.0;37.0;36.25;35.75;7000
CABL;East African Cables Ltd;62.0;71.0;68.0;69.5;263100
PORT;East African Portland Cement Ltd;130.0;131.0;130.0;132.0;4400
KENO;KenolKobil Ltd;115.0;128.0;121.0;116.0;248100
KEGN;Kenya Electricity Generating Company Ltd;31.25;34.0;32.75;33.25;1.02M
KPLC;Kenya Power and Lighting Ltd;260.0;285.0;275.0;272.0;200600
TOTL;Total Kenya Ltd;36.0;38.5;37.25;36.75;331200
JUB;Jubilee Holdings Ltd;182.0;190.0;184.0;185.0;600
PAFR;Sanlam Kenya Plc;82.0;85.5;85.0;86.5;1100
ICDC;Centum Investment Company Ltd;310.0;360.0;345.0;339.0;91600
OCH;Olympia Capital Holdings Ltd;15.5;22.0;18.2;16.0;12700
BAT;British American Tobacco Kenya Ltd;194.0;194.0;194.0;194.0;1100
EABL;East African Breweries Ltd;150.0;159.0;154.0;153.0;280800
MSC;Mumias Sugar Company Ltd;50.0;53.5;52.5;52.5;918400
UNGA;Unga Group Ltd;17.0;17.5;17.0;17.6;19700
^N20I;NSE 20-Share Index;4889.68;4889.68;4889.68;4903.9;-
;;;;;;
