KUKZ;Kakuzi;37.0;40.0;38.25;39.0;1100
SASN;Sasini Tea and Coffee Ltd;56.0;59.0;58.5;57.5;140100
WTK;Williamson Tea Kenya Plc;75.0;75.0;75.0;76.5;1000
C&G;Car and General (K) Ltd;57.0;60.0;59.0;59.5;19400
CMC;CMC Holdings Ltd;115.0;121.0;120.0;115.0;178400
FIRE;Sameer Africa Ltd;15.7;16.0;15.95;15.55;166800
BBK;Barclays Bank Ltd;347.0;370.0;355.0;351.0;77100
DTK;Diamond Trust Bank Kenya Ltd;67.0;76.0;72.0;71.0;105400
EQTY;Equity Group Holdings Ltd;126.0;131.0;128.0;130.0;84500
HFCK;HF Group Limited;45.0;48.0;47.75;47.25;1.87M
KCB;Kenya Commercial Bank Ltd;195.0;200.0;197.0;198.0;162500
NBK;National Bank of Kenya Ltd;56.5;63.5;58.5;59.0;144100
NIC;NIC Bank Ltd;95.5;101.0;99.5;99.0;17400
CFC;Stanbic Holdings Ltd;84.0;85.0;84.5;83.5;1800
SCBK;Standard Chartered Bank Ltd;178.0;184.0;179.0;180.0;9800
XPRS;Express Ltd;24.0;24.5;24.0;24.25;108800
KQ;Kenya Airways Ltd;125.0;127.0;126.0;126.0;121100
NMG;Nation Media Group Plc;230.0;236.0;230.0;230.0;8900
SGL;Standard Group Ltd;52.5;53.0;52.5;52.5;7300
TPSE;TPS Eastern Africa (Serena) Ltd;85.0;94.0;90.0;92.5;196300
SCAN;WPP ScanGroup Ltd;24.25;27.0;25.25;25.5;335800
ARM;ARM Cement Ltd;81.0;85.0;84.0;84.0;57100
BAMB;Bamburi Cement Ltd;185.0;186.0;185.0;185.0;1100
BERG;Crown Berger Ltd;34.0;34.0;34.0;34.75;9500
CABL;East African Cables Ltd;64.0;70.5;65.5;65.5;120200
PORT;East African Portland Cement Ltd;125.0;130.0;127.0;130.0;1300
KENO;KenolKobil Ltd;100.0;107.0;104.0;105.0;62600
KEGN;Kenya Electricity Generating Company Ltd;31.0;33.75;32.5;32.5;1.92M
KPLC;Kenya Power and Lighting Ltd;250.0;255.0;253.0;252.0;102900
TOTL;Total Kenya Ltd;36.0;37.0;36.25;36.5;28100
JUB;Jubilee Holdings Ltd;187.0;190.0;188.0;186.0;4300
PAFR;Sanlam Kenya Plc;86.0;87.0;86.0;82.0;16000
ICDC;Centum Investment Company Ltd;420.0;800.0;577.0;391.0;245200
OCH;Olympia Capital Holdings Ltd;27.0;31.5;29.5;28.0;83000
BAT;British American Tobacco Kenya Ltd;190.0;194.0;191.0;193.0;600
EABL;East African Breweries Ltd;143.0;148.0;145.0;149.0;197300
MSC;Mumias Sugar Company Ltd;53.0;56.5;54.5;54.0;468300
UNGA;Unga Group Ltd;16.0;16.5;16.25;16.45;9800
^N20I;NSE 20-Share Index;4864.02;4864.02;4864.02;4875.58;-
;;;;;;
