EGAD;Eaagads Ltd;19.0;19.5;19.1;18.5;400
KUKZ;Kakuzi;40.0;40.0;40.0;40.0;100
SASN;Sasini Tea and Coffee Ltd;63.0;69.5;65.5;60.5;65200
C&G;Car and General (K) Ltd;56.0;58.0;57.0;57.5;2100
CMC;CMC Holdings Ltd;117.0;121.0;119.0;117.0;651300
FIRE;Sameer Africa Ltd;16.0;16.8;16.4;16.05;64400
BBK;Barclays Bank Ltd;420.0;427.0;426.0;382.0;17500
DTK;Diamond Trust Bank Kenya Ltd;71.0;74.0;72.5;71.5;23100
EQTY;Equity Group Holdings Ltd;126.0;132.0;128.0;128.0;244700
HFCK;HF Group Limited;45.0;48.0;47.0;47.25;79900
KCB;Kenya Commercial Bank Ltd;190.0;197.0;195.0;195.0;155100
NBK;National Bank of Kenya Ltd;58.0;62.0;59.5;59.0;47500
NIC;NIC Bank Ltd;92.0;100.0;99.0;96.0;6500
CFC;Stanbic Holdings Ltd;85.5;86.0;85.5;84.0;7500
SCBK;Standard Chartered Bank Ltd;180.0;185.0;182.0;182.0;6100
XPRS;Express Ltd;24.0;25.0;24.75;25.25;99900
KQ;Kenya Airways Ltd;125.0;130.0;128.0;128.0;687200
NMG;Nation Media Group;231.0;235.0;232.0;233.0;6900
SGL;Standard Group Ltd;52.0;52.5;52.0;54.5;6100
TPSE;TPS Eastern Africa (Serena) Ltd;85.0;92.0;89.5;85.5;104200
SCAN;WPP ScanGroup Ltd;24.25;27.0;25.25;25.0;365000
ARM;ARM Cement Ltd;83.0;90.0;84.0;84.5;88600
BAMB;Bamburi Cement Ltd;187.0;190.0;189.0;190.0;10200
BERG;Crown Berger Ltd;33.0;34.0;33.0;33.75;4300
CABL;East African Cables Ltd;62.0;65.0;63.5;69.0;299000
PORT;East African Portland Cement Ltd;130.0;130.0;130.0;130.0;18500
KENO;KenolKobil Ltd;107.0;112.0;109.0;106.0;31400
KEGN;Kenya Electricity Generating Company Ltd;32.75;35.0;34.0;33.25;5.47M
KPLC;Kenya Power and Lighting Ltd;238.0;250.0;245.0;251.0;214200
TOTL;Total Kenya Ltd;36.0;37.0;36.75;36.25;12900
JUB;Jubilee Holdings Ltd;187.0;195.0;190.0;189.0;6900
PAFR;Sanlam Kenya Plc;81.0;81.0;81.0;86.0;800
ICDC;Centum Investment Company Ltd;450.0;548.0;480.0;517.0;30600
OCH;Olympia Capital Holdings Ltd;30.0;33.75;31.0;30.5;34800
BAT;British American Tobacco Kenya Ltd;185.0;194.0;193.0;193.0;25500
EABL;East African Breweries Ltd;135.0;144.0;142.0;144.0;76100
MSC;Mumias Sugar Company Ltd;53.5;56.5;55.0;55.0;397600
UNGA;Unga Group Ltd;16.2;16.5;16.25;16.2;34400
^N20I;NSE 20-Share Index;4963.22;4963.22;4963.22;4910.6;-
;;;;;;
