KUKZ;Kakuzi;39.0;39.0;39.0;41.0;2000
KAPC;Kapchorua Tea Company Ltd;80.0;80.0;80.0;80.0;1000
LIMT;Limuru Tea Company Ltd;350.0;350.0;350.0;41.0;100
SASN;Sasini Tea and Coffee Ltd;57.0;58.0;57.5;56.5;115100
WTK;Williamson Tea Kenya Ltd;75.0;78.0;76.5;75.0;6300
C&G;Car and General (K) Ltd;58.0;60.0;59.5;57.0;17100
CMC;CMC Holdings Ltd;115.0;117.0;115.0;116.0;62500
FIRE;Sameer Africa Ltd;15.0;16.0;15.55;14.75;22200
BBK;Barclays Bank Ltd;340.0;353.0;351.0;347.0;73300
DTK;Diamond Trust Bank Kenya Ltd;69.0;75.0;71.0;70.5;124600
EQTY;Equity Group Holdings Ltd;126.0;132.0;130.0;128.0;53300
HFCK;HF Group Limited;45.0;50.0;47.25;47.25;135300
KCB;Kenya Commercial Bank Ltd;195.0;200.0;198.0;197.0;60900
NBK;National Bank of Kenya Ltd;56.5;64.0;59.0;58.5;108300
NIC;NIC Bank Ltd;95.5;103.0;99.0;98.5;24800
CFC;Stanbic Holdings Ltd;83.0;85.0;83.5;80.5;1700
SCBK;Standard Chartered Bank Ltd;175.0;185.0;180.0;179.0;15000
XPRS;Express Ltd;24.0;25.0;24.25;23.75;77500
KQ;Kenya Airways Ltd;124.0;130.0;126.0;127.0;138000
NMG;Nation Media Group;230.0;230.0;230.0;227.0;3100
SGL;Standard Group Ltd;52.0;53.0;52.5;51.5;5200
TPSE;TPS Eastern Africa (Serena) Ltd;87.0;99.0;92.5;91.0;329600
SCAN;WPP ScanGroup Ltd;22.75;27.75;25.5;25.75;413400
ARM;ARM Cement Ltd;84.0;85.0;84.0;84.0;55100
BAMB;Bamburi Cement Ltd;184.0;190.0;185.0;181.0;3800
BERG;Crown Berger Ltd;34.0;35.0;34.75;35.0;4600
CABL;East African Cables Ltd;63.0;68.0;65.5;67.5;352100
PORT;East African Portland Cement Ltd;130.0;130.0;130.0;129.0;3400
KENO;KenolKobil Ltd;102.0;110.0;105.0;105.0;212200
KEGN;Kenya Electricity Generating Company Ltd;32.0;34.5;32.5;32.5;1.85M
KPLC;Kenya Power and Lighting Ltd;250.0;257.0;252.0;255.0;57900
TOTL;Total Kenya Ltd;36.0;37.0;36.5;36.5;21400
JUB;Jubilee Holdings Ltd;186.0;186.0;186.0;183.0;200
PAFR;Sanlam Kenya Plc;80.0;85.0;82.0;85.0;5700
ICDC;Centum Investment Company Ltd;391.0;391.0;391.0;349.0;163600
OCH;Olympia Capital Holdings Ltd;27.5;29.5;28.0;26.25;18700
BAT;British American Tobacco Kenya Ltd;191.0;195.0;193.0;194.0;3600
EABL;East African Breweries Ltd;140.0;151.0;149.0;152.0;321000
MSC;Mumias Sugar Company Ltd;53.0;56.0;54.0;54.0;553700
UNGA;Unga Group Ltd;15.5;16.5;16.45;15.7;22300
^N20I;NSE 20-Share Index;4875.58;4875.58;4875.58;4851.97;-
;;;;;;
