EGAD;Eaagads Ltd;17.0;17.0;17.0;17.0;2700
KUKZ;Kakuzi;38.0;41.0;38.25;40.25;1100
SASN;Sasini Tea and Coffee Ltd;51.0;56.0;54.0;52.0;102200
WTK;Williamson Tea Kenya Plc;80.0;80.0;80.0;81.0;2000
C&G;Car and General (K) Ltd;47.0;51.0;50.0;46.0;18500
CMC;CMC Holdings Ltd;119.0;122.0;119.0;118.0;80800
FIRE;Sameer Africa Ltd;17.0;18.0;17.55;17.35;45100
BBK;Barclays Bank Ltd;320.0;330.0;323.0;327.0;13600
DTK;Diamond Trust Bank Kenya Ltd;77.0;85.0;83.5;80.5;65600
EQTY;Equity Group Holdings Ltd;128.0;133.0;132.0;128.0;75300
HFCK;HF Group Limited;50.0;60.0;52.5;57.0;460400
KCB;Kenya Commercial Bank Ltd;192.0;198.0;193.0;195.0;114100
NBK;National Bank of Kenya Ltd;63.0;71.5;65.5;66.0;106500
NIC;NIC Bank Ltd;94.0;104.0;100.0;99.0;54200
CFC;Stanbic Holdings Ltd;86.0;90.0;87.5;85.0;3200
SCBK;Standard Chartered Bank Ltd;165.0;172.0;168.0;170.0;25200
XPRS;Express Ltd;21.0;22.0;21.75;23.0;17200
KQ;Kenya Airways Ltd;133.0;137.0;134.0;131.0;508000
NMG;Nation Media Group Plc;235.0;236.0;235.0;227.0;6400
SGL;Standard Group Ltd;52.0;56.0;52.5;53.0;39300
TPSE;TPS Eastern Africa (Serena) Ltd;85.0;95.0;90.0;90.0;56500
SCAN;WPP ScanGroup Ltd;26.0;29.75;27.25;28.25;1.39M
ARM;ARM Cement Ltd;85.5;94.0;92.0;84.0;172000
BAMB;Bamburi Cement Ltd;173.0;180.0;179.0;172.0;12200
BERG;Crown Berger Ltd;36.0;38.0;37.25;37.0;20900
CABL;East African Cables Ltd;67.0;75.0;73.0;72.0;192400
PORT;East African Portland Cement Ltd;130.0;132.0;130.0;130.0;3000
KENO;KenolKobil Ltd;100.0;106.0;101.0;100.0;520500
KEGN;Kenya Electricity Generating Company Ltd;31.5;35.5;34.25;34.75;3.61M
KPLC;Kenya Power and Lighting Ltd;223.0;250.0;239.0;234.0;346200
TOTL;Total Kenya Ltd;35.0;37.0;36.0;36.75;40000
JUB;Jubilee Holdings Ltd;180.0;192.0;182.0;190.0;500
PAFR;Sanlam Kenya Plc;83.0;84.0;83.5;84.0;500
ICDC;Centum Investment Company Ltd;300.0;320.0;313.0;304.0;179800
OCH;Olympia Capital Holdings Ltd;15.0;15.0;15.0;14.5;1000
BAT;British American Tobacco Kenya Ltd;195.0;210.0;200.0;196.0;4000
EABL;East African Breweries Ltd;144.0;150.0;149.0;148.0;1.11M
MSC;Mumias Sugar Company Ltd;52.0;56.0;55.0;55.0;211600
UNGA;Unga Group Ltd;17.0;18.0;17.45;17.0;14200
^N20I;NSE 20-Share Index;4910.61;4910.61;4910.61;4843.23;-
;;;;;;
