Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;16.0;16.0;16.0;16.0;1000
KUKZ;Kakuzi;310.0;310.0;310.0;310.0;-
KAPC;Kapchorua Tea Kenya Plc;78.0;78.0;78.0;78.0;-
LIMT;Limuru Tea Plc;554.0;554.0;554.0;554.0;-
SASN;Sasini Tea and Coffee Ltd;19.05;20.95;20.65;19.05;3600
WTK;Williamson Tea Kenya Plc;145.0;147.0;146.25;140.0;10200
CGEN;Car and General (K) Ltd;25.0;25.0;25.0;25.0;200
ABSA;ABSA Bank Kenya Plc;12.05;12.5;12.2;12.25;249800
BKG;BK Group Plc;31.0;31.0;31.0;33.0;349900
COOP;Co-operative Bank of Kenya Ltd;15.9;16.2;15.95;16.0;723200
DTK;Diamond Trust Bank Kenya Ltd;151.75;152.0;151.75;151.0;253100
EQTY;Equity Group Holdings Ltd;42.0;43.0;42.85;42.3;84500
HFCK;HF Group Ltd;6.3;6.94;6.52;6.96;19900
IMH;I & M Holdings Plc;95.0;95.0;95.0;95.0;-
KCB;KCB Group Plc;43.3;44.0;43.6;43.6;261000
NBK;National Bank of Kenya Ltd;6.1;6.36;6.14;5.98;700
NCBA;NCBA Group Plc;37.55;38.5;38.0;38.25;178700
SBIC;Stanbic Holdings Plc;92.0;92.0;92.0;90.75;4000
SCBK;Standard Chartered Bank Kenya Ltd;200.0;206.0;205.75;206.5;5300
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.15;1.2;1.16;1.12;400
XPRS;Express Ltd;8.0;8.0;8.0;8.0;-
KQ;Kenya Airways Plc;8.9;9.5;9.38;8.98;108800
LKL;Longhorn Publishers Plc;5.0;5.0;5.0;4.94;51400
NBV;Nairobi Business Ventures Ltd;1.05;1.05;1.05;1.05;100
NMG;Nation Media Group Plc;64.5;71.0;67.25;65.25;4800
SMER;Sameer Africa Plc;2.1;2.2;2.15;2.11;800
SGL;Standard Group Ltd;28.6;28.6;28.6;28.6;-
TPSE;TPS Eastern Africa (Serena) Ltd;23.25;23.25;23.25;23.0;200
UCHM;Uchumi Supermarket Ltd;0.81;0.85;0.84;0.81;11600
SCAN;WPP ScanGroup Plc;13.0;13.0;13.0;13.0;200
ARM;ARM Cement Ltd;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;132.0;132.0;132.0;132.0;-
CRWN;Crown Berger Ltd;80.5;80.5;80.5;80.5;500
CABL;East African Cables Ltd;3.0;3.2;3.1;2.96;400
PORT;East African Portland Cement Ltd;15.5;15.5;15.5;15.0;100
KENO;KenolKobil Ltd;21.25;21.5;21.5;21.4;317500
KEGN;Kenya Electricity Generating Company Plc;6.8;6.9;6.82;6.82;58200
KPLC;Kenya Power and Lighting Ltd;5.1;5.4;5.2;5.1;3284900
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;30.0;31.0;30.05;30.0;9300
UMME;Umeme Ltd;7.5;7.5;7.5;7.98;100
BRIT;Britam Holdings Ltd;9.82;10.0;9.98;9.98;134700
CIC;CIC Insurance Group Ltd;4.4;4.78;4.51;4.74;324100
JUB;Jubilee Holdings Ltd;439.5;439.5;439.5;439.5;-
KNRE;Kenya Re-Insurance Corporation Ltd;14.15;14.3;14.2;14.15;853400
LBTY;Liberty Kenya Holdings Ltd;12.0;12.0;12.0;11.3;400
SLAM;Sanlam Kenya Plc;23.45;23.45;23.45;25.85;100
CTUM;Centum Investment Company Ltd;33.55;34.5;34.0;35.2;370500
HAFR;Home Afrika Ltd;0.68;0.68;0.68;0.67;1300
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.42;2.42;2.42;2.42;-
TCL;Trans-Century Ltd;3.65;3.65;3.65;3.66;100
NSE;Nairobi Securities Exchange Plc;15.1;15.5;15.25;14.95;25300
BAT;BAT Kenya Plc;588.0;588.0;588.0;588.0;-
BOC;BOC Kenya Plc;80.0;80.0;80.0;83.0;100
CARB;Carbacid Investments Plc;10.5;10.5;10.5;10.1;1400
EABL;East African Breweries Ltd;219.0;223.0;222.25;220.0;109500
FTGH;Flame Tree Group Holdings Ltd;2.4;2.44;2.4;2.41;105700
ORCH;Kenya Orchards Ltd;14.0;14.0;14.0;14.0;-
MSC;Mumias Sugar Company Ltd;0.65;0.67;0.66;0.64;16100
UNGA;Unga Group Ltd;36.1;36.1;36.1;36.1;-
SCOM;Safaricom Plc;26.5;26.95;26.8;26.85;12201400
FAHR;Stanlib Fahari Income-REIT;10.0;10.4;10.0;10.0;9800
GLD;Barclays NewGold ETF;1255.0;1255.0;1255.0;1255.0;-
^FNK15;FTSE NSE Kenya 15 Index;201.05;202.87;202.37;202.11;-
^FNK25;FTSE NSE Kenya 25 Index;206.16;208.44;207.86;207.53;-
^N20I;NSE 20-Share Index;3067.91;3067.91;3067.91;3059.98;-
^N25I;NSE 25-Share Index;4086.2;4086.2;4086.2;4067.35;-
^NASI;NSE All-Share Index;160.53;160.53;160.53;160.44;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1904.29;1904.29;1904.29;1898.98;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1631.44;1631.44;1631.44;1630.13;-
;;;;;;
