Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20160301;20.0;20.25;20.0;20.0;7900
20160302;20.0;20.25;20.0;20.0;5200
20160303;20.0;20.25;20.0;20.0;70900
20160304;20.0;20.25;20.0;20.0;24900
20160307;20.0;20.25;20.0;20.0;50200
20160308;20.0;20.25;20.0;20.0;53900
20160309;20.0;20.25;20.0;20.0;70200
20160310;20.0;20.25;20.0;20.0;37300
20160311;20.0;20.25;20.0;20.0;33700
20160314;20.0;20.25;20.0;20.0;13700
20160315;20.0;21.0;20.25;20.0;71500
20160316;20.0;20.5;20.25;20.25;19500
20160317;20.0;20.25;20.0;20.25;18300
20160318;20.0;20.25;20.0;20.0;7700
20160321;20.0;20.0;20.0;20.0;24100
20160322;20.0;21.0;20.5;20.0;44600
20160323;20.5;21.0;20.5;20.5;32500
20160324;20.0;21.0;20.5;20.5;97300
20160329;20.0;22.0;20.75;20.5;199500
20160330;20.75;22.0;21.25;20.75;70800
20160331;22.0;23.25;22.5;21.25;397600
