Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20160301;47.75;47.75;47.75;47.75;-
20160302;43.5;43.5;43.5;47.75;2100
20160303;43.5;43.5;43.5;43.5;100
20160304;43.5;43.5;43.5;43.5;-
20160307;43.5;43.5;43.5;43.5;100
20160308;43.0;43.5;43.0;43.5;1900
20160309;43.0;43.0;43.0;43.0;-
20160310;42.0;42.0;42.0;43.0;500
20160311;42.0;42.0;42.0;42.0;-
20160314;42.0;42.0;42.0;42.0;1000
20160315;42.0;42.0;42.0;42.0;1000
20160316;41.5;41.75;41.5;42.0;500
20160317;45.5;45.5;45.5;41.5;200
20160318;45.5;45.5;45.5;45.5;-
20160321;45.0;45.0;45.0;45.5;2500
20160322;45.0;45.0;45.0;45.0;500
20160323;45.0;45.0;45.0;45.0;-
20160324;45.0;45.0;45.0;45.0;-
20160329;45.0;45.0;45.0;45.0;100
20160330;45.0;45.0;45.0;45.0;600
20160331;45.0;45.0;45.0;45.0;100
