Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
KUKZ;Kakuzi;36.0;37.0;36.25;35.0;700
SASN;Sasini Tea and Coffee Ltd;16.5;19.5;17.9;17.65;118100
WTK;Williamson Tea Kenya Plc;128.0;128.0;128.0;117.0;100
CGEN;Car and General (K) Ltd;38.0;38.0;38.0;38.0;2000
ABSA;ABSA Bank Kenya Plc;65.5;75.0;69.0;70.5;413300
DTK;Diamond Trust Bank Kenya Ltd;72.0;78.0;74.0;72.0;234900
EQTY;Equity Group Holdings Ltd;256.0;280.0;270.0;247.0;120000
HFCK;HF Group Ltd;24.0;24.0;24.0;21.95;4200
KCB;KCB Group Plc;215.0;236.0;227.0;214.0;444400
NBK;National Bank of Kenya Ltd;45.0;45.0;45.0;40.75;18300
NCBA;NCBA Group Plc;92.0;97.0;94.75;91.0;14800
SBIC;Stanbic Holdings Plc;105.0;114.0;112.0;101.0;18600
SCBK;Standard Chartered Bank Kenya Ltd;190.0;198.0;195.5;178.75;58900
EVRD;Eveready East Africa Ltd;8.5;9.5;9.15;8.9;220500
XPRS;Express Ltd;20.25;22.0;21.75;22.75;15700
KQ;Kenya Airways Plc;92.0;99.5;96.0;89.5;157700
NMG;Nation Media Group Plc;235.0;256.0;244.0;229.0;6400
SMER;Sameer Africa Plc;13.0;15.0;14.2;13.6;186300
SGL;Standard Group Ltd;50.0;79.5;57.0;50.0;16600
TPSE;TPS Eastern Africa (Serena) Ltd;84.5;87.0;85.0;85.0;59400
SCAN;WPP ScanGroup Plc;24.0;26.5;25.25;23.75;301800
ARM;ARM Cement Ltd;72.0;77.0;74.0;69.5;32400
BAMB;Bamburi Cement Ltd;200.0;200.0;200.0;193.0;178800
CRWN;Crown Berger Ltd;35.0;38.0;37.75;34.25;3600
CABL;East African Cables Ltd;37.75;41.5;40.5;38.25;67100
KENO;KenolKobil Ltd;100.0;100.0;100.0;100.0;26600
KEGN;Kenya Electricity Generating Company Plc;18.0;19.5;18.7;17.55;271900
KPLC;Kenya Power and Lighting Ltd;190.0;204.0;201.0;190.0;61900
TOTL;Total Kenya Ltd;32.0;32.0;32.0;29.75;30000
JUB;Jubilee Holdings Ltd;214.0;250.0;217.0;229.0;117900
SLAM;Sanlam Kenya Plc;81.0;85.0;82.5;82.5;8600
CTUM;Centum Investment Company Ltd;23.75;23.75;23.75;21.75;135200
OCH;Olympia Capital Holdings Ltd;15.0;15.0;15.0;14.0;100
BAT;BAT Kenya Plc;190.0;200.0;195.0;183.0;2300
EABL;East African Breweries Ltd;140.0;145.0;140.0;141.0;51100
MSC;Mumias Sugar Company Ltd;30.75;30.75;30.75;27.5;183300
UNGA;Unga Group Ltd;16.0;16.0;16.0;15.0;7300
^N20I;NSE 20-Share Index;5133.67;5133.67;5133.67;4978.93;-
;;;;;;
