Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;32.75;32.75;32.75;32.75;100
KUKZ;Kakuzi;352.0;354.0;353.0;325.0;4600
KAPC;Kapchorua Tea Kenya Plc;229.0;230.0;229.0;228.0;700
LIMT;Limuru Tea Plc;1090.0;1090.0;1090.0;1090.0;-
SASN;Sasini Tea and Coffee Ltd;16.1;16.1;16.1;16.1;7000
WTK;Williamson Tea Kenya Plc;394.0;394.0;394.0;395.0;1000
CGEN;Car and General (K) Ltd;40.5;40.5;40.5;42.0;2000
ABSA;ABSA Bank Kenya Plc;14.35;15.0;14.4;14.35;81500
COOP;Co-operative Bank of Kenya Ltd;19.5;20.5;19.9;19.8;579700
DTK;Diamond Trust Bank Kenya Ltd;200.0;201.0;200.0;204.0;1300
EQTY;Equity Group Holdings Ltd;42.5;44.0;42.75;43.25;2025300
HFCK;HF Group Ltd;23.0;24.0;23.5;22.75;47800
IMH;I & M Holdings Plc;106.0;106.0;106.0;106.0;-
KCB;KCB Group Plc;48.25;50.0;49.5;49.25;2830300
NBK;National Bank of Kenya Ltd;19.5;21.0;20.75;20.5;78800
NCBA;NCBA Group Plc;49.5;50.0;49.6;49.55;52300
SBIC;Stanbic Holdings Plc;95.0;100.0;99.5;97.5;37600
SCBK;Standard Chartered Bank Kenya Ltd;280.0;285.0;283.25;275.25;1600
EVRD;Eveready East Africa Ltd;3.7;4.15;4.05;3.9;19000
XPRS;Express Ltd;4.65;4.65;4.65;4.6;100
KQ;Kenya Airways Plc;5.25;5.75;5.5;5.25;221300
LKL;Longhorn Publishers Plc;6.85;7.0;6.85;6.85;30300
NMG;Nation Media Group Plc;177.0;180.0;178.0;178.0;12000
SMER;Sameer Africa Plc;4.6;4.95;4.6;4.6;4600
SGL;Standard Group Ltd;38.75;38.75;38.75;38.75;-
TPSE;TPS Eastern Africa (Serena) Ltd;30.0;33.0;32.0;33.0;13400
UCHM;Uchumi Supermarket Ltd;6.5;6.85;6.65;6.5;1000
SCAN;WPP ScanGroup Plc;37.0;38.5;38.0;38.0;28300
ARM;ARM Cement Ltd;61.0;64.0;61.5;61.0;15000
BAMB;Bamburi Cement Ltd;154.0;154.0;154.0;154.0;4300
CRWN;Crown Berger Ltd;68.5;69.5;69.0;65.0;13300
CABL;East African Cables Ltd;15.15;15.6;15.35;15.45;4800
PORT;East African Portland Cement Ltd;59.0;59.0;59.0;59.0;-
KENO;KenolKobil Ltd;8.6;8.8;8.7;8.55;51500
KEGN;Kenya Electricity Generating Company Plc;8.2;8.5;8.3;8.25;498400
KPLC;Kenya Power and Lighting Ltd;16.0;16.5;16.2;16.0;44200
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;20.75;22.0;21.75;20.75;2100
UMME;Umeme Ltd;17.95;17.95;17.95;17.4;3500
BRIT;Britam Holdings Ltd;18.55;19.75;19.55;18.2;152200
CIC;CIC Insurance Group Ltd;7.65;7.85;7.7;7.65;131700
JUB;Jubilee Holdings Ltd;560.0;565.0;562.0;557.0;4900
KNRE;Kenya Re-Insurance Corporation Ltd;16.6;17.0;16.65;16.55;24800
LBTY;Liberty Kenya Holdings Ltd;21.25;21.25;21.25;21.25;1100
SLAM;Sanlam Kenya Plc;67.0;67.0;67.0;67.0;18500
CTUM;Centum Investment Company Ltd;53.0;55.0;54.0;53.25;128300
HAFR;Home Afrika Ltd;2.45;2.5;2.45;2.45;72800
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;4.85;4.9;4.85;4.85;4700
TCL;Trans-Century Ltd;15.0;15.0;15.0;15.0;9900
NSE;Nairobi Securities Exchange Plc;20.0;21.0;20.85;20.0;380700
BAT;BAT Kenya Plc;736.0;736.0;736.0;736.0;12200
BOC;BOC Kenya Plc;130.0;130.0;130.0;130.0;100
CARB;Carbacid Investments Plc;17.0;17.7;17.35;17.45;536500
EABL;East African Breweries Ltd;310.0;312.0;310.0;304.0;108500
FTGH;Flame Tree Group Holdings Ltd;7.0;7.25;7.0;7.0;35600
ORCH;Kenya Orchards Ltd;100.0;100.0;100.0;100.0;-
MSC;Mumias Sugar Company Ltd;1.95;2.05;2.0;2.0;644800
UNGA;Unga Group Ltd;41.5;43.0;42.75;40.0;1100
SCOM;Safaricom Plc;14.7;15.5;15.35;14.55;10161900
^FNK15;FTSE NSE Kenya 15 Index;197.94;202.3;201.27;197.94;-
^FNK25;FTSE NSE Kenya 25 Index;197.03;201.29;200.45;197.03;-
^N20I;NSE 20-Share Index;4483.58;4483.58;4483.58;4415.09;-
^NASI;NSE All-Share Index;153.74;153.74;153.74;150.45;-
;;;;;;
