Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20110401;300.0;300.0;300.0;300.0;-
20110404;300.0;300.0;300.0;300.0;-
20110405;300.0;300.0;300.0;300.0;-
20110406;300.0;300.0;300.0;300.0;-
20110407;300.0;300.0;300.0;300.0;-
20110408;300.0;300.0;300.0;300.0;-
20110411;300.0;300.0;300.0;300.0;-
20110412;300.0;300.0;300.0;300.0;-
20110413;300.0;300.0;300.0;300.0;-
20110414;300.0;300.0;300.0;300.0;-
20110415;300.0;300.0;300.0;300.0;-
20110418;300.0;300.0;300.0;300.0;200
20110419;300.0;300.0;300.0;300.0;-
20110420;300.0;300.0;300.0;300.0;-
20110421;300.0;300.0;300.0;300.0;100
20110426;300.0;300.0;300.0;300.0;-
20110427;300.0;300.0;300.0;300.0;-
20110428;300.0;300.0;300.0;300.0;-
20110429;300.0;300.0;300.0;300.0;-
