Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20110401;32.0;32.0;32.0;31.25;1600
20110404;32.0;33.25;33.0;32.0;6300
20110405;33.0;33.0;33.0;33.0;-
20110406;33.0;33.0;33.0;33.0;-
20110407;31.0;33.0;31.0;33.0;21400
20110408;31.0;31.0;31.0;31.0;-
20110411;31.0;31.0;31.0;31.0;3500
20110412;31.0;31.0;31.0;31.0;-
20110413;31.0;32.0;31.0;31.0;3000
20110414;31.0;32.0;31.5;31.0;1100
20110415;32.0;33.0;32.0;31.5;2600
20110418;32.25;32.25;32.25;32.0;2100
20110419;32.0;32.5;32.0;32.25;25800
20110420;32.0;33.0;32.0;32.0;6000
20110421;33.0;33.0;33.0;32.0;300
20110426;31.75;32.0;31.75;33.0;4400
20110427;31.75;32.0;31.75;31.75;4700
20110428;32.0;33.0;32.0;31.75;1300
20110429;32.0;32.5;32.25;32.0;6000
