20150803,17.0,17.0,17.0,121800
20150804,17.0,17.0,17.0,-
20150805,17.0,17.0,17.0,229100
20150806,17.95,18.0,17.95,200
20150807,17.4,17.95,17.4,1.03M
20150810,17.95,17.95,17.95,3500
20150811,17.5,17.95,17.5,1.48M
20150812,17.4,17.4,17.4,707000
20150813,17.4,17.4,17.4,-
20150814,17.4,17.4,17.4,-
20150817,17.4,17.4,17.4,-
20150818,17.4,17.4,17.4,-
20150819,17.4,17.4,17.4,-
20150820,17.4,17.4,17.4,900
20150821,17.4,17.4,17.4,-
20150824,17.4,17.4,17.4,-
20150825,17.0,17.0,17.0,2000
20150826,17.0,17.0,17.0,-
20150827,17.0,17.0,17.0,-
20150828,17.5,17.5,17.5,6300
20150831,17.5,17.5,17.5,-
