Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;10.5;10.5;10.5;11.0;200
KUKZ;Kakuzi Plc;391.0;391.0;391.0;391.0;-
KAPC;Kapchorua Tea Kenya Plc;85.0;85.0;85.0;85.0;-
LIMT;Limuru Tea Plc;385.0;385.0;385.0;385.0;-
SASN;Sasini Plc;19.25;20.0;19.65;19.0;200
WTK;Williamson Tea Kenya Plc;123.0;124.0;123.5;128.0;700
CGEN;Car and General (K) Ltd;23.1;23.1;23.1;23.1;-
ABSA;ABSA Bank Kenya Plc;9.7;10.0;9.8;9.9;1087500
BKG;BK Group Plc;16.5;16.5;16.5;16.0;100
COOP;Co-operative Bank of Kenya Ltd;10.65;11.25;10.9;10.65;2002400
DTK;Diamond Trust Bank Kenya Ltd;65.5;74.25;67.25;67.5;30000
EQTY;Equity Group Holdings Plc;33.65;34.8;34.05;33.65;1682800
HFCK;HF Group Ltd;3.9;4.07;3.94;4.08;9600
IMH;I & M Holdings Plc;43.0;45.0;44.95;45.0;4700
KCB;KCB Group Plc;34.45;35.0;34.6;34.45;1483000
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;21.8;23.0;22.0;21.9;1534300
SBIC;Stanbic Holdings Plc;75.0;80.0;75.0;74.0;1114600
SCBK;Standard Chartered Bank Kenya Ltd;148.0;150.0;150.0;151.5;22800
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.98;1.0;0.99;0.96;2200
XPRS;Express Kenya Plc;4.18;4.18;4.18;4.18;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;4.7;4.8;4.79;4.51;2700
NBV;Nairobi Business Ventures Ltd;0.6;0.6;0.6;0.66;6300
NMG;Nation Media Group Plc;11.8;12.4;12.0;11.7;58700
SMER;Sameer Africa Plc;3.5;3.5;3.5;3.5;-
SGL;Standard Group Plc;22.5;22.5;22.5;22.5;-
TPSE;TPS Eastern Africa (Serena) Ltd;14.8;15.0;14.9;14.85;6600
UCHM;Uchumi Supermarket Plc;0.33;0.35;0.33;0.35;9200
SCAN;WPP ScanGroup Plc;6.9;7.5;6.94;6.96;145800
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;21.0;23.0;21.05;22.1;202500
CRWN;Crown Paints Kenya Plc;46.45;46.45;46.45;46.45;-
CABL;East African Cables Ltd;1.8;2.02;1.85;1.85;13700
PORT;East African Portland Cement Ltd;13.85;13.85;13.85;13.85;-
KEGN;Kenya Electricity Generating Company Plc;5.6;5.7;5.6;5.58;129500
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.87;1.9;1.88;1.89;852400
TOTL;Total Kenya Ltd;22.8;22.8;22.8;22.95;1000
UMME;Umeme Ltd;6.6;7.1;6.62;6.8;24500
BRIT;Britam Holdings Plc;7.0;7.2;7.1;7.08;1096000
CIC;CIC Insurance Group Ltd;2.0;2.2;2.0;2.01;1462300
JUB;Jubilee Holdings Ltd;219.75;219.75;219.75;219.75;-
KNRE;Kenya Re-Insurance Corporation Ltd;2.14;2.35;2.15;2.34;6212400
LBTY;Liberty Kenya Holdings Ltd;8.5;8.5;8.5;8.1;500
SLAM;Sanlam Kenya Plc;12.2;12.2;12.2;13.55;1400
CTUM;Centum Investment Company Plc;21.25;23.0;21.5;21.5;101600
HAFR;Home Afrika Ltd;0.41;0.44;0.42;0.41;22300
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.53;2.53;2.53;2.53;-
TCL;Trans-Century Plc;1.7;1.7;1.7;1.8;300
NSE;Nairobi Securities Exchange Plc;7.0;7.38;7.0;7.04;33500
BOC;BOC Kenya Plc;57.5;57.5;57.5;57.5;-
BAT;British American Tobacco Kenya Plc;317.0;325.0;318.75;319.75;15200
CARB;Carbacid Investments Plc;8.0;8.42;8.02;8.18;23800
EABL;East African Breweries Ltd;150.0;151.25;151.25;150.0;78500
FTGH;Flame Tree Group Holdings Ltd;1.3;1.38;1.3;1.31;61700
ORCH;Kenya Orchards Ltd;12.25;12.25;12.25;12.25;-
UNGA;Unga Group Ltd;33.0;33.0;33.0;32.7;500
SCOM;Safaricom Plc;28.0;28.95;28.65;28.2;17696200
FAHR;Stanlib Fahari Income-REIT;5.4;5.6;5.44;5.5;73800
GLD;ABSA NewGold ETF;1945.0;1945.0;1945.0;2010.0;15900
^FNK15;FTSE NSE Kenya 15 Index;162.48;165.59;164.0;162.67;-
^FNK25;FTSE NSE Kenya 25 Index;174.38;177.69;176.54;174.89;-
^N20I;NSE 20-Share Index;1743.08;1743.08;1743.08;1748.4;-
^N25I;NSE 25-Share Index;3071.26;3071.26;3071.26;3044.29;-
^NASI;NSE All-Share Index;133.89;133.89;133.89;132.52;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1618.39;1618.39;1618.39;1603.6;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1289.62;1289.62;1289.62;1277.83;-
;;;;;;
