20061002;36.0;37.0;36.75;37.25;45000
20061003;35.0;37.0;36.0;36.75;40000
20061004;36.0;37.0;36.75;36.0;35700
20061005;35.75;37.0;36.25;36.75;25300
20061006;36.0;37.0;36.75;36.25;32500
20061009;36.0;38.5;37.25;36.75;331200
20061010;36.0;38.5;37.25;36.75;331200
20061011;36.0;37.0;36.5;37.25;21400
20061012;34.0;37.0;36.25;36.5;27800
20061013;35.0;37.0;36.5;36.25;47800
20061016;37.0;37.0;37.0;36.5;7700
20061017;36.0;37.0;36.5;37.0;31300
20061018;36.0;37.0;36.5;36.5;21400
20061019;36.0;37.0;36.25;36.5;28100
20061023;35.5;37.0;36.25;36.25;27100
20061024;35.5;37.0;36.25;36.25;27100
20061025;36.0;37.0;36.75;36.25;12900
20061026;36.5;37.0;36.75;36.75;36000
20061027;34.0;37.0;35.5;36.75;121200
20061030;34.5;36.0;35.25;35.5;35800
20061031;34.5;36.0;35.0;35.25;133500
20061002;36.0;37.0;36.75;37.25;45000
20061003;35.0;37.0;36.0;36.75;40000
20061004;36.0;37.0;36.75;36.0;35700
20061005;35.75;37.0;36.25;36.75;25300
20061006;36.0;37.0;36.75;36.25;32500
20061009;36.0;38.5;37.25;36.75;331200
20061010;36.0;38.5;37.25;36.75;331200
20061011;36.0;37.0;36.5;37.25;21400
20061012;34.0;37.0;36.25;36.5;27800
20061013;35.0;37.0;36.5;36.25;47800
20061016;37.0;37.0;37.0;36.5;7700
20061017;36.0;37.0;36.5;37.0;31300
20061018;36.0;37.0;36.5;36.5;21400
20061019;36.0;37.0;36.25;36.5;28100
20061023;35.5;37.0;36.25;36.25;27100
20061024;35.5;37.0;36.25;36.25;27100
20061025;36.0;37.0;36.75;36.25;12900
20061026;36.5;37.0;36.75;36.75;36000
20061027;34.0;37.0;35.5;36.75;121200
20061030;34.5;36.0;35.25;35.5;35800
20061031;34.5;36.0;35.0;35.25;133500
