20061002;68.5;83.0;72.0;76.5;446100
20061003;67.0;75.0;73.0;72.0;192400
20061004;65.0;79.0;70.0;73.0;589200
20061005;65.0;77.0;70.0;70.0;515400
20061006;65.0;72.0;69.5;70.0;821100
20061009;62.0;71.0;68.0;69.5;263100
20061010;62.0;71.0;68.0;69.5;263100
20061011;65.0;75.0;69.0;68.0;205000
20061012;65.0;72.0;69.5;69.0;213700
20061013;64.0;71.0;67.5;69.5;328900
20061016;62.0;70.0;65.5;67.5;133000
20061017;62.0;74.0;67.5;65.5;337200
20061018;63.0;68.0;65.5;67.5;352100
20061019;64.0;70.5;65.5;65.5;120200
20061023;65.0;70.0;69.0;65.5;621600
20061024;65.0;70.0;69.0;65.5;621600
20061025;62.0;65.0;63.5;69.0;299000
20061026;58.0;62.0;60.0;63.5;420900
20061027;54.0;59.5;58.0;60.0;483500
20061030;52.0;58.0;55.5;58.0;214200
20061031;53.0;57.0;55.0;55.5;363700
