20061002;75.0;85.0;80.5;78.5;187800
20061003;77.0;85.0;83.5;80.5;65600
20061004;78.0;94.5;85.5;83.5;414800
20061005;80.0;85.0;82.5;85.5;119900
20061006;75.0;89.5;78.0;82.5;320600
20061009;75.0;83.0;78.0;78.0;108800
20061010;75.0;83.0;78.0;78.0;108800
20061011;74.5;84.0;77.5;78.0;234100
20061012;69.0;81.0;75.5;77.5;289800
20061013;71.0;78.5;72.5;75.5;189000
20061016;67.5;75.0;71.5;72.5;97200
20061017;68.0;78.0;70.5;71.5;70400
20061018;69.0;75.0;71.0;70.5;124600
20061019;67.0;76.0;72.0;71.0;105400
20061023;70.0;75.0;71.5;72.0;106700
20061024;70.0;75.0;71.5;72.0;106700
20061025;71.0;74.0;72.5;71.5;23100
20061026;71.5;74.0;72.0;72.5;27300
20061027;72.0;74.0;72.5;72.0;58700
20061030;72.0;74.0;72.5;72.5;27800
20061031;72.0;75.0;73.0;72.5;55700
