Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20130603;7.15;7.25;7.15;7.25;34153300
20130604;7.05;7.2;7.1;7.15;70200100
20130605;7.05;7.2;7.1;7.1;72389500
20130606;7.1;7.25;7.15;7.1;8186500
20130607;7.2;7.25;7.2;7.15;4136800
20130610;7.2;7.35;7.25;7.2;5526600
20130611;7.25;7.45;7.35;7.25;16513600
20130612;7.3;7.45;7.35;7.35;7464100
20130613;7.2;7.4;7.3;7.35;26270100
20130614;6.6;7.2;7.0;7.3;12910000
20130617;6.5;7.0;6.7;7.0;24969900
20130618;6.8;7.0;6.9;6.7;2245300
20130619;6.9;7.0;6.9;6.9;58646200
20130620;6.7;6.95;6.9;6.9;55244500
20130621;6.7;6.85;6.75;6.9;19157800
20130624;6.65;6.75;6.7;6.75;2140500
20130625;6.65;6.8;6.7;6.7;16332200
20130626;6.6;6.75;6.65;6.7;3010800
20130627;6.45;6.65;6.5;6.65;28678600
20130628;6.45;6.65;6.55;6.5;3531900
