Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20141201;164.15;164.15;164.15;163.27;-
20141202;164.29;164.29;164.29;164.15;-
20141203;164.04;164.04;164.04;164.29;-
20141204;165.84;165.84;165.84;164.04;-
20141205;167.54;167.54;167.54;165.84;-
20141210;165.58;165.58;165.58;167.54;-
20141211;163.52;163.52;163.52;165.58;-
20141216;162.37;162.37;162.37;163.52;-
20141217;160.29;160.29;160.29;162.37;-
20141218;157.56;157.56;157.56;160.29;-
20141219;156.19;156.19;156.19;157.56;-
20141222;156.86;156.86;156.86;156.19;-
20141223;159.1;159.1;159.1;156.86;-
20141224;160.18;160.18;160.18;159.1;-
20141229;162.12;162.12;162.12;160.18;-
20141230;163.25;163.25;163.25;162.12;-
20141231;162.89;162.89;162.89;163.25;-
