Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20121001;7.65;7.65;7.65;7.65;-
20121002;7.65;7.65;7.65;7.65;-
20121003;7.65;7.65;7.65;7.65;-
20121004;7.65;7.65;7.65;7.65;-
20121005;7.65;7.65;7.65;7.65;-
20121008;7.65;7.65;7.65;7.65;-
20121009;7.65;7.65;7.65;7.65;-
20121010;7.65;7.65;7.65;7.65;-
20121011;7.65;7.65;7.65;7.65;-
20121012;7.65;7.65;7.65;7.65;-
20121015;7.65;7.65;7.65;7.65;-
20121016;7.65;7.65;7.65;7.65;-
20121017;7.65;7.65;7.65;7.65;-
20121018;7.65;7.65;7.65;7.65;-
20121019;7.65;7.65;7.65;7.65;-
20121022;7.65;7.65;7.65;7.65;-
20121023;7.65;7.65;7.65;7.65;-
20121024;7.65;7.65;7.65;7.65;-
20121025;7.65;7.65;7.65;7.65;-
20121026;7.65;7.65;7.65;7.65;-
20121029;7.65;7.65;7.65;7.65;-
20121030;7.65;7.65;7.65;7.65;-
20121031;7.65;7.65;7.65;7.65;-
