20170602;6.8;7.0;6.85;6.8;534400
20170605;6.65;7.1;6.75;6.85;222600
20170606;6.6;6.85;6.65;6.75;984100
20170607;6.8;6.9;6.85;6.65;323800
20170608;6.55;7.0;6.8;6.85;1.03M
20170609;6.55;7.0;6.8;6.8;1.03M
20170612;6.55;7.0;6.8;6.8;1.03M
20170613;6.55;7.0;6.8;6.8;1.03M
20170614;4.65;5.3;4.8;6.8;2.12M
20170615;5.25;5.25;5.25;4.8;384700
20170616;5.35;5.75;5.7;5.25;1.90M
20170619;5.5;6.1;5.85;5.7;777500
20170620;5.5;5.95;5.7;5.85;1.09M
20170621;5.4;5.85;5.55;5.7;239200
20170622;5.4;5.65;5.45;5.55;406000
20170623;5.5;5.65;5.55;5.45;130900
20170626;5.5;5.65;5.55;5.45;130900
20170627;5.5;5.65;5.55;5.45;130900
20170628;5.25;5.5;5.3;5.55;167000
20170629;5.0;5.5;5.25;5.3;645400
20170630;4.95;5.4;5.0;5.25;157300
