Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20191202;12.0;12.1;12.0;12.1;402800
20191203;11.85;12.05;12.0;12.0;12900
20191204;12.0;12.0;12.0;12.0;10700
20191205;11.8;12.0;11.95;12.0;5800
20191206;12.0;12.0;12.0;11.95;14100
20191209;11.0;11.5;11.15;12.0;2300
20191210;11.0;11.5;11.15;11.15;2300
20191211;10.85;11.9;11.3;11.15;48100
20191213;11.0;11.95;11.1;11.3;6800
20191216;11.0;11.5;11.45;11.1;589900
20191217;10.9;11.55;11.15;11.45;10800
20191218;10.85;11.55;10.9;11.15;36800
20191219;11.0;11.45;11.05;10.9;2900
20191220;11.0;11.0;11.0;11.05;10400
20191223;11.05;11.8;11.5;11.0;1400
20191224;11.5;11.5;11.5;11.5;4400
20191227;11.0;11.75;11.6;11.5;23600
20191230;11.2;11.7;11.5;11.6;11400
20191231;11.7;12.6;12.35;11.5;87300
