Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;12.85;12.85;12.85;13.5;600
KUKZ;Kakuzi Plc;385.0;385.0;385.0;385.0;-
KAPC;Kapchorua Tea Kenya Plc;90.0;90.0;90.0;99.5;100
LIMT;Limuru Tea Plc;320.0;320.0;320.0;320.0;-
SASN;Sasini Plc;18.7;18.7;18.7;18.7;-
WTK;Williamson Tea Kenya Plc;132.0;132.0;132.0;132.0;-
CGEN;Car and General (K) Ltd;33.95;33.95;33.95;33.95;-
ABSA;ABSA Bank Kenya Plc;11.7;11.85;11.8;11.75;86600
BKG;BK Group Plc;27.0;27.0;27.0;29.0;100
COOP;Co-operative Bank of Kenya Ltd;12.9;13.45;12.95;13.0;53000
DTK;Diamond Trust Bank Kenya Ltd;59.75;59.75;59.75;59.5;23400
EQTY;Equity Group Holdings Plc;53.0;53.5;53.25;52.75;2160700
HFCK;HF Group Ltd;3.85;3.98;3.9;3.8;59300
IMH;I & M Holdings Plc;21.35;21.5;21.45;21.4;34400
KCB;KCB Group Plc;45.0;45.7;45.05;45.55;1621900
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;25.45;26.0;25.45;25.45;31100
SBIC;Stanbic Holdings Plc;87.0;87.0;87.0;87.0;-
SCBK;Standard Chartered Bank Kenya Ltd;130.0;132.0;130.25;130.0;75300
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.97;1.05;1.0;1.05;1400
XPRS;Express Kenya Plc;4.1;4.1;4.1;4.1;-
HBE;Homeboyz Entertainment Plc;4.66;4.66;4.66;4.66;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;3.96;4.0;3.99;3.97;1700
NBV;Nairobi Business Ventures Ltd;5.12;5.6;5.14;5.68;133200
NMG;Nation Media Group Plc;20.0;20.0;20.0;19.75;900
SMER;Sameer Africa Plc;2.6;2.82;2.8;2.85;1300
SGL;Standard Group Plc;13.55;13.55;13.55;13.55;-
TPSE;TPS Eastern Africa (Serena) Ltd;15.25;15.25;15.25;15.25;-
UCHM;Uchumi Supermarket Plc;0.22;0.24;0.22;0.23;32300
SCAN;WPP ScanGroup Plc;4.0;4.2;4.1;4.1;448500
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;37.5;38.0;37.75;38.2;19700
CRWN;Crown Paints Kenya Plc;30.5;30.5;30.5;30.5;900
CABL;East African Cables Ltd;1.2;1.3;1.22;1.23;7500
PORT;East African Portland Cement Ltd;6.5;6.5;6.5;6.5;-
KEGN;Kenya Electricity Generating Company Plc;4.1;4.2;4.15;4.19;38600
KPLC-P4;KPLC-P4;4.53;4.53;4.53;4.53;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.72;1.75;1.74;1.74;256400
TOTL;Total Kenya Ltd;24.6;25.0;24.8;24.5;900
UMME;Umeme Ltd;6.74;6.74;6.74;6.74;-
BRIT;Britam Holdings Plc;7.5;7.66;7.58;7.56;9300
CIC;CIC Insurance Group Ltd;2.15;2.18;2.17;2.17;22800
JUB;Jubilee Holdings Ltd;316.75;316.75;316.75;316.75;-
KNRE;Kenya Re-Insurance Corporation Ltd;2.23;2.3;2.3;2.29;45000
LBTY;Liberty Kenya Holdings Ltd;7.06;7.06;7.06;7.06;500
SLAM;Sanlam Kenya Plc;11.55;11.55;11.55;11.55;-
CTUM;Centum Investment Company Plc;14.8;14.8;14.8;14.65;10000
HAFR;Home Afrika Ltd;0.37;0.4;0.37;0.4;105400
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;1.92;2.0;1.96;1.9;800
TCL;Trans-Century Plc;1.32;1.32;1.32;1.2;300
NSE;Nairobi Securities Exchange Plc;7.96;8.2;8.0;8.0;34100
BOC;BOC Kenya Plc;70.0;70.0;70.0;70.0;-
BAT;British American Tobacco Kenya Plc;440.0;440.0;440.0;440.0;300
CARB;Carbacid Investments Plc;10.8;10.8;10.8;10.9;9400
EABL;East African Breweries Ltd;165.0;165.0;165.0;165.5;87200
FTGH;Flame Tree Group Holdings Ltd;1.25;1.25;1.25;1.25;-
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
MSC;Mumias Sugar Company Ltd;0.27;0.27;0.27;0.27;-
UNGA;Unga Group Ltd;27.65;27.65;27.65;27.65;-
SCOM;Safaricom Plc;38.65;39.5;39.05;38.15;4115300
FAHR;Stanlib Fahari Income-REIT;6.26;6.5;6.32;6.42;16100
GLD;ABSA NewGold ETF;1880.0;1880.0;1880.0;1880.0;-
;;;;;;
