Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;13.05;13.05;13.05;13.0;700
KUKZ;Kakuzi Plc;365.0;365.0;365.0;365.0;100
KAPC;Kapchorua Tea Kenya Plc;78.25;78.25;78.25;78.25;-
LIMT;Limuru Tea Plc;360.0;360.0;360.0;360.0;-
SASN;Sasini Plc;18.0;18.0;18.0;17.15;100
WTK;Williamson Tea Kenya Plc;135.0;135.0;135.0;134.75;100
CGEN;Car and General (K) Ltd;22.15;22.15;22.15;22.15;-
ABSA;ABSA Bank Kenya Plc;9.24;9.6;9.34;9.32;408200
BKG;BK Group Plc;22.0;22.0;22.0;22.0;-
COOP;Co-operative Bank of Kenya Ltd;12.65;12.95;12.8;12.85;162700
DTK;Diamond Trust Bank Kenya Ltd;73.0;78.0;76.75;73.5;400
EQTY;Equity Group Holdings Plc;40.0;40.5;40.25;40.05;174300
HFCK;HF Group Ltd;3.48;3.48;3.48;3.44;14800
IMH;I & M Holdings Plc;43.0;44.25;43.0;43.0;96000
KCB;KCB Group Plc;40.0;40.25;40.1;39.95;307200
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;24.25;24.8;24.45;24.2;12000
SBIC;Stanbic Holdings Plc;85.75;85.75;85.75;86.5;200
SCBK;Standard Chartered Bank Kenya Ltd;132.0;134.0;133.75;134.25;49400
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;1.02;1.04;1.04;1.01;4500
XPRS;Express Kenya Plc;4.28;4.28;4.28;4.28;-
KQ;Kenya Airways Plc;3.83;3.83;3.83;3.83;-
LKL;Longhorn Publishers Plc;4.25;4.6;4.58;4.26;3200
NBV;Nairobi Business Ventures Ltd;4.16;4.39;4.24;4.4;34400
NMG;Nation Media Group Plc;19.8;21.6;20.2;21.0;115400
SMER;Sameer Africa Plc;2.88;3.2;2.99;3.2;3000
SGL;Standard Group Plc;18.5;20.35;18.6;20.35;2300
TPSE;TPS Eastern Africa (Serena) Ltd;17.5;18.0;17.75;17.5;7500
UCHM;Uchumi Supermarket Plc;0.24;0.28;0.25;0.26;937100
SCAN;WPP ScanGroup Plc;5.5;5.84;5.6;5.5;9900
ARM;ARM Cement Plc;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;39.0;40.0;39.55;39.6;33300
CRWN;Crown Paints Kenya Plc;39.5;39.5;39.5;39.5;-
CABL;East African Cables Ltd;1.3;1.35;1.35;1.31;3400
PORT;East African Portland Cement Ltd;8.42;8.42;8.42;8.42;500
KEGN;Kenya Electricity Generating Company Plc;4.64;4.65;4.65;4.63;5107800
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
KPLC;Kenya Power and Lighting Company Plc;1.36;1.4;1.38;1.39;241200
TOTL;Total Kenya Ltd;22.0;23.5;22.1;22.05;59300
UMME;Umeme Ltd;6.6;6.6;6.6;6.6;-
BRIT;Britam Holdings Plc;7.3;7.7;7.34;7.22;29700
CIC;CIC Insurance Group Ltd;2.25;2.32;2.26;2.17;303900
JUB;Jubilee Holdings Ltd;280.0;280.0;280.0;276.0;12600
KNRE;Kenya Re-Insurance Corporation Ltd;2.51;2.69;2.62;2.54;33000
LBTY;Liberty Kenya Holdings Ltd;8.7;9.5;9.14;9.32;9200
SLAM;Sanlam Kenya Plc;11.6;12.0;11.95;12.0;2000
CTUM;Centum Investment Company Plc;16.5;16.8;16.5;16.65;147300
HAFR;Home Afrika Ltd;0.38;0.38;0.38;0.38;19800
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.29;2.29;2.29;2.29;1100
TCL;Trans-Century Plc;1.1;1.2;1.11;1.13;22500
NSE;Nairobi Securities Exchange Plc;7.9;8.1;7.92;7.74;800
BOC;BOC Kenya Plc;58.0;60.0;58.75;60.0;2700
BAT;British American Tobacco Kenya Plc;480.0;484.0;480.25;484.0;36500
CARB;Carbacid Investments Plc;11.0;11.6;11.2;11.0;11200
EABL;East African Breweries Ltd;172.0;175.25;174.25;175.0;22200
FTGH;Flame Tree Group Holdings Ltd;1.33;1.33;1.33;1.28;200
ORCH;Kenya Orchards Ltd;10.4;10.4;10.4;10.4;-
UNGA;Unga Group Ltd;29.0;29.0;29.0;29.0;-
SCOM;Safaricom Plc;37.4;38.0;37.55;37.4;232900
FAHR;Stanlib Fahari Income-REIT;7.0;7.0;7.0;6.84;10100
GLD;ABSA NewGold ETF;1855.0;1855.0;1855.0;1855.0;-
^FNK15;FTSE NSE Kenya 15 Index;189.18;194.84;192.82;189.38;-
^FNK25;FTSE NSE Kenya 25 Index;212.65;218.18;216.4;212.65;-
^N20I;NSE 20-Share Index;1930.06;1930.06;1930.06;1922.7;-
^N25I;NSE 25-Share Index;3637.24;3637.24;3637.24;3627.26;-
^NASI;NSE All-Share Index;163.33;163.33;163.33;162.82;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1933.82;1933.82;1933.82;1928.94;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1516.41;1516.41;1516.41;1513.96;-
;;;;;;
