Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20190701;8.0;8.0;8.0;7.8;2600
20190702;7.8;8.0;7.9;8.0;2500
20190703;7.9;8.0;7.9;7.9;8900
20190704;8.0;8.0;8.0;7.9;43900
20190705;8.0;8.0;8.0;8.0;6900
20190708;8.2;8.4;8.2;8.0;15200
20190709;8.1;8.6;8.24;8.2;2200
20190710;8.0;8.3;8.04;8.24;5800
20190711;8.0;8.24;8.02;8.04;13500
20190712;8.0;8.02;8.0;8.02;14600
20190715;8.2;8.2;8.2;8.0;10100
20190716;8.1;8.6;8.22;8.2;700
20190717;8.0;8.2;8.0;8.22;51700
20190718;8.0;8.2;8.16;8.0;600
20190719;8.0;8.1;8.0;8.16;24300
20190722;8.0;8.14;8.08;8.0;300
20190723;7.9;8.0;7.92;8.08;10500
20190724;7.92;7.92;7.92;7.92;-
20190725;7.9;8.0;8.0;7.92;31500
20190726;7.92;8.2;8.06;8.0;13300
20190729;8.0;8.2;8.14;8.06;26300
20190730;7.9;8.0;7.96;8.14;2900
20190731;7.5;8.0;7.6;7.96;28800
