Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210301;37.75;38.2;37.9;37.9;397900
20210302;37.85;38.0;38.0;37.9;1657000
20210303;37.5;38.2;37.85;38.0;254000
20210304;37.5;38.0;37.85;37.85;646700
20210305;37.5;38.15;38.05;37.85;1257600
20210308;38.0;38.2;38.0;38.05;2705000
20210309;37.85;38.2;38.05;38.0;1195300
20210310;38.2;39.3;38.65;38.05;3060700
20210311;39.15;39.45;39.35;38.65;1385700
20210312;39.5;40.5;40.0;39.35;637000
20210315;39.7;40.25;40.0;40.0;679800
20210316;40.0;41.0;40.05;40.0;2015800
20210317;40.0;40.5;40.25;40.05;174300
20210318;40.2;42.35;41.75;40.25;1203800
20210319;38.85;42.0;41.65;41.75;1968100
20210322;40.0;42.0;41.4;41.65;2273300
20210323;41.0;42.0;41.65;41.4;259900
20210324;41.25;42.0;42.0;41.65;3265000
20210325;40.75;42.0;41.85;42.0;2959300
20210326;41.0;41.55;41.0;41.85;1196200
20210329;37.0;38.75;37.55;41.0;4295800
20210330;37.65;38.2;37.95;37.55;4844500
20210331;37.55;38.0;37.95;37.95;1228800
