Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20210301;12.9;13.3;13.0;13.05;239600
20210302;13.0;13.2;13.05;13.0;11015600
20210303;13.0;13.2;13.05;13.05;318800
20210304;13.0;13.3;13.05;13.05;41700
20210305;13.0;13.4;13.0;13.05;1237400
20210308;12.75;13.0;12.85;13.0;40400
20210309;12.05;13.0;12.65;12.85;54800
20210310;12.6;12.9;12.85;12.65;95300
20210311;12.7;13.0;12.9;12.85;68000
20210312;12.9;13.0;12.95;12.9;95600
20210315;12.7;13.0;12.85;12.95;55400
20210316;12.7;13.0;12.85;12.85;366500
20210317;12.65;12.95;12.8;12.85;162700
20210318;12.85;14.05;13.25;12.8;715200
20210319;13.5;14.05;13.9;13.25;309100
20210322;13.5;14.0;13.85;13.9;232300
20210323;13.5;14.0;13.7;13.85;1365500
20210324;13.5;13.85;13.7;13.7;651000
20210325;13.25;13.7;13.55;13.7;795600
20210326;13.5;13.7;13.6;13.55;227800
20210329;13.0;13.6;13.15;13.6;978800
20210330;13.25;13.7;13.5;13.15;1142500
20210331;12.95;14.0;13.2;13.5;1746400
