EGAD;Eaagads Ltd;32.0;32.25;32.0;2500
KUKZ;Kakuzi;80.0;80.0;80.0;12300
KAPC;Kapchorua Tea Company Ltd;130.0;135.0;131.0;1600
LIMT;Limuru Tea Company Ltd;465.0;465.0;465.0;1000
REA;Rea Vipingo Plantations Ltd;16.0;16.25;16.0;11000
SASN;Sasini Tea and Coffee Ltd;12.7;12.9;12.7;24100
WTK;Williamson Tea Kenya Ltd;273.0;273.0;273.0;-
C&G;Car and General (K) Ltd;28.0;28.0;28.0;-
CMC;CMC Holdings Ltd;13.5;13.5;13.5;-
FIRE;Sameer Africa Ltd;4.65;4.65;4.65;200
BBK;Barclays Bank Ltd;12.75;13.0;12.95;1.17M
COOP;Co-operative Bank of Kenya Ltd;13.0;13.4;13.05;331900
DTK;Diamond Trust Bank Kenya Ltd;102.0;102.0;102.0;-
EQTY;Equity Group Holdings Ltd;20.75;21.25;21.0;1.52M
HFCK;HF Group Limited;15.2;15.7;15.4;33600
KCB;Kenya Commercial Bank Ltd;22.75;23.25;22.75;933800
NBK;National Bank of Kenya Ltd;20.75;21.5;21.0;11200
NIC;NIC Bank Ltd;33.0;34.5;34.0;19600
CFC;Stanbic Holdings Ltd;44.0;44.0;44.0;11700
SCBK;Standard Chartered Bank Ltd;175.0;180.0;179.0;13000
XPRS;Express Ltd;4.0;4.0;4.0;600
KQ;Kenya Airways Ltd;15.0;15.5;15.05;36700
LKL;Longhorn Kenya Ltd;17.75;17.75;17.75;600
NMG;Nation Media Group;165.0;167.0;165.0;5200
SGL;Standard Group Ltd;22.5;23.0;22.5;900
TPSE;TPS Eastern Africa (Serena) Ltd;43.0;43.0;43.0;1300
UCHM;Uchumi Supermarket Ltd;17.0;17.95;17.4;550400
SCAN;WPP ScanGroup Ltd;51.0;51.5;51.0;1600
ARM;ARM Cement Ltd;177.0;198.0;196.0;65500
BAMB;Bamburi Cement Ltd;145.0;147.0;146.0;10400
BERG;Crown Berger Ltd;31.0;31.0;31.0;5600
CABL;East African Cables Ltd;10.7;10.8;10.7;18400
PORT;East African Portland Cement Ltd;64.0;64.0;64.0;-
KENO;KenolKobil Ltd;12.5;12.5;12.5;-
KEGN;Kenya Electricity Generating Company Ltd;7.8;8.3;7.9;558400
KPLC;Kenya Power and Lighting Ltd;14.5;14.7;14.55;621400
TOTL;Total Kenya Ltd;15.6;15.6;15.6;300
BRIT;Britam Holdings Ltd;5.3;5.55;5.4;42900
JUB;Jubilee Holdings Ltd;170.0;170.0;170.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;12.3;12.5;12.35;50600
CFCI;Liberty Kenya Holdings Ltd;7.9;7.9;7.9;-
PAFR;Sanlam Kenya Plc;30.5;31.5;30.5;6500
ICDC;Centum Investment Company Ltd;14.6;14.8;14.6;705200
OCH;Olympia Capital Holdings Ltd;3.85;3.9;3.85;3400
TCL;Trans-Century Ltd;24.0;24.0;24.0;6100
BOC;BOC Kenya Ltd;115.0;115.0;115.0;3000
BAT;British American Tobacco Kenya Ltd;360.0;360.0;360.0;100
CARB;Carbacid Investments Ltd;106.0;106.0;106.0;100
EABL;East African Breweries Ltd;217.0;218.0;217.0;686100
EVRD;Eveready East Africa Ltd;1.9;1.9;1.9;-
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;5.55;5.8;5.7;697400
UNGA;Unga Group Ltd;13.0;13.2;13.0;25400
SCOM;Safaricom Ltd;3.2;3.3;3.25;63.02M
KPLC-P4;KPLC-P4;7.65;7.65;7.65;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;-
^N20I;NSE 20-Share Index;3650.85;3650.85;3650.85;-
^NASI;NSE All-Share Index;78.48;78.48;78.48;-
;;;;;
