Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20120402;97.0;97.0;97.0;97.0;-
20120403;88.0;88.0;88.0;97.0;400
20120404;89.0;89.0;89.0;88.0;2000
20120405;88.0;92.0;88.5;89.0;4600
20120410;88.5;88.5;88.5;88.5;-
20120411;88.5;88.5;88.5;88.5;-
20120412;90.0;94.0;91.0;88.5;20800
20120413;90.0;95.0;93.5;91.0;14300
20120416;93.5;93.5;93.5;93.5;-
20120417;97.0;97.0;97.0;93.5;27200
20120418;97.0;100.0;97.5;97.0;62000
20120419;97.5;97.5;97.5;97.5;-
20120420;100.0;100.0;100.0;97.5;800
20120423;100.0;100.0;100.0;100.0;-
20120424;100.0;100.0;100.0;100.0;-
20120425;100.0;100.0;100.0;100.0;4000
20120426;100.0;100.0;100.0;100.0;-
20120427;100.0;100.0;100.0;100.0;-
20120430;100.0;100.0;100.0;100.0;-
