Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20140801;198.38;201.56;200.29;198.38;-
20140804;200.29;203.41;201.99;200.29;-
20140805;201.99;207.52;205.09;201.99;-
20140806;205.09;207.57;206.78;205.09;-
20140807;203.54;206.78;204.39;206.78;-
20140808;202.29;205.21;202.49;204.39;-
20140811;202.01;202.49;202.01;202.49;-
20140812;201.05;202.89;201.45;202.01;-
20140813;201.45;203.33;202.09;201.45;-
20140814;201.8;204.17;203.4;202.09;-
20140815;202.65;205.07;203.27;203.4;-
20140818;202.19;204.79;203.52;203.27;-
20140819;202.77;204.2;203.42;203.52;-
20140820;202.59;204.97;203.51;203.42;-
20140821;203.45;204.9;203.49;203.51;-
20140822;203.09;204.53;203.09;203.49;-
20140825;202.94;204.22;203.07;203.09;-
20140826;202.94;204.33;203.08;203.07;-
20140827;202.99;204.52;203.2;203.08;-
20140828;203.11;204.08;203.26;203.2;-
20140829;203.26;207.09;205.43;203.26;-
