Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;25.5;25.5;25.5;25.5;-
KUKZ;Kakuzi;300.0;300.0;300.0;300.0;100
KAPC;Kapchorua Tea Kenya Plc;175.0;175.0;175.0;175.0;-
LIMT;Limuru Tea Plc;1085.0;1085.0;1085.0;1085.0;-
SASN;Sasini Tea and Coffee Ltd;16.0;16.0;16.0;16.0;1000
WTK;Williamson Tea Kenya Plc;359.0;359.0;359.0;359.0;-
CGEN;Car and General (K) Ltd;39.75;39.75;39.75;39.75;-
ABSA;ABSA Bank Kenya Plc;12.3;12.75;12.5;12.65;71200
COOP;Co-operative Bank of Kenya Ltd;16.8;17.05;16.95;16.9;544200
DTK;Diamond Trust Bank Kenya Ltd;190.0;190.0;190.0;190.0;7000
EQTY;Equity Group Holdings Ltd;41.5;42.0;41.5;41.5;2070700
HFCK;HF Group Ltd;20.5;21.0;20.8;20.55;34600
IMH;I & M Holdings Plc;98.5;100.0;98.5;99.5;7700
KCB;KCB Group Plc;38.75;40.25;39.75;38.75;1450600
NBK;National Bank of Kenya Ltd;14.7;15.45;14.8;15.45;1400
NCBA;NCBA Group Plc;38.0;40.0;39.05;39.05;32400
SBIC;Stanbic Holdings Plc;81.0;82.0;81.0;82.0;5100
SCBK;Standard Chartered Bank Kenya Ltd;205.0;210.0;209.0;203.5;4600
EVRD;Eveready East Africa Ltd;2.8;3.0;2.95;2.75;23600
XPRS;Express Ltd;4.3;4.3;4.3;4.3;-
KQ;Kenya Airways Plc;5.2;5.3;5.25;5.25;139600
LKL;Longhorn Publishers Plc;4.6;5.0;4.75;4.95;11500
NMG;Nation Media Group Plc;134.0;135.0;134.0;135.0;8000
SMER;Sameer Africa Plc;3.6;3.8;3.75;3.65;500
SGL;Standard Group Ltd;29.5;30.0;29.5;29.75;6400
TPSE;TPS Eastern Africa (Serena) Ltd;25.5;25.5;25.5;25.75;1400
UCHM;Uchumi Supermarket Ltd;8.4;8.5;8.4;8.75;10700
SCAN;WPP ScanGroup Plc;23.75;25.5;24.5;24.0;3200
ARM;ARM Cement Ltd;35.0;36.0;35.0;35.5;1019300
BAMB;Bamburi Cement Ltd;168.0;170.0;168.0;168.0;68300
CRWN;Crown Berger Ltd;65.0;65.0;65.0;65.0;-
CABL;East African Cables Ltd;10.35;10.5;10.45;10.5;41200
PORT;East African Portland Cement Ltd;45.0;45.0;45.0;45.0;300
KENO;KenolKobil Ltd;8.2;8.5;8.45;8.1;2707900
KEGN;Kenya Electricity Generating Company Plc;8.5;8.7;8.55;8.6;179800
KPLC;Kenya Power and Lighting Ltd;12.75;13.4;13.0;13.4;808500
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;17.25;17.25;17.25;17.25;-
UMME;Umeme Ltd;17.1;17.1;17.1;17.1;-
BRIT;Britam Holdings Ltd;15.0;16.0;15.3;15.75;93500
CIC;CIC Insurance Group Ltd;6.5;6.75;6.55;6.5;130800
JUB;Jubilee Holdings Ltd;424.0;424.0;424.0;424.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;20.0;20.5;20.0;20.6;28700
LBTY;Liberty Kenya Holdings Ltd;19.5;19.95;19.55;19.1;2400
SLAM;Sanlam Kenya Plc;60.5;61.0;60.5;61.5;4600
CTUM;Centum Investment Company Ltd;41.75;42.25;41.85;42.05;65400
HAFR;Home Afrika Ltd;1.45;1.5;1.45;1.45;58700
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;4.2;4.2;4.2;4.1;1700
TCL;Trans-Century Ltd;12.1;13.3;13.2;12.1;2100
NSE;Nairobi Securities Exchange Plc;23.0;26.0;25.95;23.8;6668000
BAT;BAT Kenya Plc;770.0;780.0;779.0;770.0;18300
BOC;BOC Kenya Plc;100.0;110.0;100.0;100.0;3300
CARB;Carbacid Investments Plc;14.6;15.0;14.9;14.25;8900
EABL;East African Breweries Ltd;272.0;276.0;275.0;279.0;222200
FTGH;Flame Tree Group Holdings Ltd;6.0;6.3;6.0;6.3;6500
ORCH;Kenya Orchards Ltd;98.0;98.0;98.0;98.0;-
MSC;Mumias Sugar Company Ltd;1.55;1.65;1.55;1.55;430100
UNGA;Unga Group Ltd;35.0;36.0;35.5;35.0;30000
SCOM;Safaricom Plc;14.05;14.5;14.3;14.45;3824100
^FNK15;FTSE NSE Kenya 15 Index;177.2;178.77;177.95;178.45;-
^FNK25;FTSE NSE Kenya 25 Index;176.75;178.57;177.71;177.99;-
^N20I;NSE 20-Share Index;3830.15;3830.15;3830.15;3829.91;-
^N25I;NSE 25-Share Index;4002.96;4002.96;4002.96;4014.47;-
^NASI;NSE All-Share Index;136.89;136.89;136.89;137.27;-
;;;;;;
