Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20170301;4.25;4.7;4.45;4.6;200
20170302;4.05;4.45;4.1;4.45;1009600
20170303;4.0;4.1;4.0;4.1;153100
20170306;4.0;4.0;4.0;4.0;-
20170307;4.0;4.0;4.0;4.0;-
20170308;3.85;4.15;3.85;4.0;80100
20170309;3.8;3.85;3.8;3.85;2700
20170310;3.8;3.8;3.8;3.8;-
20170313;3.8;3.8;3.8;3.8;100
20170314;3.8;3.8;3.8;3.8;100
20170315;3.6;3.85;3.8;3.8;10100
20170316;3.85;3.85;3.85;3.8;3100
20170317;3.85;3.85;3.85;3.85;-
20170320;3.85;3.85;3.85;3.85;-
20170321;3.85;3.85;3.85;3.85;100
20170322;3.85;3.85;3.85;3.85;200
20170323;3.85;3.85;3.85;3.85;500
20170324;3.85;3.85;3.85;3.85;-
20170327;3.85;4.2;3.85;3.85;168600
20170328;4.2;4.2;4.2;3.85;1000
20170329;4.6;4.6;4.6;4.2;5000
20170330;4.2;4.6;4.3;4.6;3700
20170331;4.2;4.2;4.2;4.3;25900
