20140901,13.5,13.5,13.5,-
20140902,13.5,13.5,13.5,-
20140903,13.5,13.5,13.5,-
20140904,13.5,13.5,13.5,-
20140905,13.5,13.5,13.5,-
20140908,13.5,13.5,13.5,-
20140909,13.5,13.5,13.5,-
20140910,13.5,13.5,13.5,-
20140911,13.5,13.5,13.5,-
20140912,13.5,13.5,13.5,-
20140915,13.5,13.5,13.5,-
20140916,13.5,13.5,13.5,-
20140917,13.5,13.5,13.5,-
20140918,13.5,13.5,13.5,-
20140919,13.5,13.5,13.5,-
20140922,13.5,13.5,13.5,-
20140923,13.5,13.5,13.5,-
20140924,13.5,13.5,13.5,-
20140925,13.5,13.5,13.5,-
20140926,13.5,13.5,13.5,-
20140929,13.5,13.5,13.5,-
20140930,13.5,13.5,13.5,-
