Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20140901;135.0;135.0;135.0;135.0;2800
20140902;135.0;140.0;136.25;135.0;17400
20140903;136.0;136.0;136.0;136.25;12600
20140904;136.0;136.0;136.0;136.0;5000
20140905;135.0;135.0;135.0;136.0;12500
20140908;136.0;137.0;136.0;135.0;10100
20140909;136.0;136.0;136.0;136.0;10000
20140910;136.0;137.0;136.0;136.0;23300
20140911;136.0;137.0;136.5;136.0;32100
20140912;136.0;138.0;137.75;136.5;136700
20140915;138.0;138.0;138.0;137.75;2400
20140916;136.0;138.0;137.0;138.0;3500
20140917;136.0;138.0;137.25;137.0;8200
20140918;138.0;140.0;139.25;137.25;36000
20140919;136.0;138.0;136.5;139.25;16100
20140922;138.0;139.0;138.5;136.5;31800
20140923;140.0;140.0;140.0;138.5;271200
20140924;136.0;140.0;139.75;140.0;66400
20140925;138.0;140.0;139.75;139.75;54000
20140926;136.0;140.0;137.5;139.75;253600
20140929;137.0;137.0;137.0;137.5;-
20140930;139.0;139.0;139.0;137.0;1000
