Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180502;80.0;80.0;80.0;85.0;2300
20180503;80.0;80.0;80.0;80.0;-
20180504;85.0;85.0;85.0;80.0;17200
20180507;85.0;85.0;85.0;85.0;-
20180508;80.0;80.0;80.0;85.0;500
20180509;80.0;80.0;80.0;80.0;-
20180510;80.0;80.0;80.0;80.0;700
20180511;80.0;80.0;80.0;80.0;1600
20180514;84.0;84.0;84.0;80.0;4600
20180515;84.0;84.0;84.0;84.0;-
20180516;80.0;80.0;80.0;84.0;100
20180517;80.0;80.0;80.0;80.0;3300
20180518;87.5;87.5;87.5;80.0;100
20180521;87.5;87.5;87.5;87.5;-
20180522;83.0;83.0;83.0;87.5;2600
20180523;83.0;83.0;83.0;83.0;-
20180524;83.0;83.0;83.0;83.0;200
20180525;83.0;83.0;83.0;83.0;200
20180528;83.0;83.0;83.0;83.0;-
20180529;83.0;83.0;83.0;83.0;20400
20180530;83.0;83.0;83.0;83.0;400
20180531;83.0;83.0;83.0;83.0;200
