Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20130102,40.25,40.25,40.25,40.25,1400
20130103,40.25,40.25,40.25,40.25,200
20130104,41.0,41.0,41.0,40.25,200
20130107,41.0,45.0,41.0,41.0,14300
20130108,41.0,41.0,41.0,41.0,39400
20130109,40.0,41.0,40.75,41.0,80300
20130110,41.0,44.75,41.25,40.75,107900
20130111,41.5,42.0,41.75,41.25,18300
20130114,41.75,42.0,41.75,41.75,3400
20130115,41.75,42.5,42.0,41.75,83300
20130116,42.0,42.5,42.25,42.0,21400
20130117,42.0,43.0,42.25,42.25,3000
20130118,42.0,42.0,42.0,42.25,4000
20130121,42.0,42.0,42.0,42.0,14400
20130122,42.0,42.0,42.0,42.0,11300
20130123,42.25,44.0,42.75,42.0,5500
20130124,42.75,42.75,42.75,42.75,400
20130125,43.5,43.5,43.5,42.75,100
20130128,43.5,43.5,43.5,43.5,-
20130129,39.25,43.0,41.5,43.5,11900
20130130,42.0,43.0,42.25,41.5,15800
20130131,42.0,43.0,42.75,42.25,21400
20130201,42.75,43.0,42.75,42.75,2100
20130204,42.0,42.25,42.0,42.75,10000
20130205,42.0,42.25,42.0,42.0,3300
20130206,41.5,42.75,42.0,42.0,31300
20130207,42.0,42.0,42.0,42.0,100
20130208,42.75,43.5,43.0,42.0,59000
20130211,42.5,43.0,42.75,43.0,48400
20130212,43.0,44.0,43.25,42.75,20300
20130213,44.0,45.0,44.25,43.25,9800
20130214,45.0,45.0,45.0,44.25,13900
20130215,46.0,46.0,46.0,45.0,3900
20130218,46.0,46.0,46.0,46.0,3500
20130219,45.0,45.0,45.0,46.0,2500
20130220,45.0,45.0,45.0,45.0,-
20130221,45.0,48.5,47.0,45.0,21600
20130222,48.0,48.5,48.0,47.0,30100
20130225,48.0,50.0,48.25,48.0,29200
20130226,47.75,51.5,49.5,48.25,109800
20130227,48.25,50.0,49.5,49.5,8700
20130228,50.0,53.0,50.0,49.5,26200
20130301,50.0,52.5,50.0,50.0,22900
20130304,50.0,52.5,50.0,50.0,22900
20130305,52.0,53.0,52.5,50.0,7200
20130306,52.5,53.0,52.5,52.5,135100
20130307,53.0,54.0,53.0,52.5,61900
20130308,52.0,54.0,52.5,53.0,30300
