Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;38.5;38.5;38.5;38.25;100
KUKZ;Kakuzi;201.0;210.0;203.0;195.0;800
KAPC;Kapchorua Tea Kenya Plc;130.0;130.0;130.0;140.0;300
LIMT;Limuru Tea Plc;1020.0;1020.0;1020.0;1020.0;-
SASN;Sasini Tea and Coffee Ltd;12.85;12.9;12.85;12.85;17700
WTK;Williamson Tea Kenya Plc;280.0;280.0;280.0;280.0;-
CGEN;Car and General (K) Ltd;59.5;59.5;59.5;60.0;1000
ABSA;ABSA Bank Kenya Plc;16.9;17.1;16.95;16.75;1085200
COOP;Co-operative Bank of Kenya Ltd;19.25;19.95;19.7;19.75;1030800
DTK;Diamond Trust Bank Kenya Ltd;260.0;265.0;264.0;265.0;10300
EQTY;Equity Group Holdings Ltd;49.75;51.0;50.0;49.25;6296300
HFCK;HF Group Ltd;43.25;44.0;43.6;43.4;31700
IMH;I & M Holdings Plc;128.0;130.0;129.0;128.75;61500
KCB;KCB Group Plc;54.5;56.5;55.5;55.0;2240800
NBK;National Bank of Kenya Ltd;23.75;26.0;25.75;25.75;69100
NCBA;NCBA Group Plc;64.0;65.0;64.75;63.5;97200
SBIC;Stanbic Holdings Plc;123.0;125.0;123.0;123.0;47800
SCBK;Standard Chartered Bank Kenya Ltd;331.0;340.0;336.75;331.5;22200
EVRD;Eveready East Africa Ltd;3.65;3.8;3.7;3.7;1500
XPRS;Express Ltd;6.5;6.5;6.5;6.5;2100
KQ;Kenya Airways Plc;9.15;9.5;9.45;9.2;138700
LKL;Longhorn Publishers Plc;28.0;28.5;28.0;27.75;77000
NMG;Nation Media Group Plc;295.0;300.0;295.0;296.0;5300
SMER;Sameer Africa Plc;6.0;6.2;6.05;6.3;26900
SGL;Standard Group Ltd;33.0;36.25;34.75;36.25;1700
TPSE;TPS Eastern Africa (Serena) Ltd;37.25;37.25;37.25;37.5;900
UCHM;Uchumi Supermarket Ltd;8.0;8.5;8.2;8.2;1289700
SCAN;WPP ScanGroup Plc;42.5;44.5;43.75;43.0;638700
ARM;ARM Cement Ltd;88.0;89.5;88.0;86.5;8300
BAMB;Bamburi Cement Ltd;145.0;147.0;145.0;143.0;15300
CRWN;Crown Berger Ltd;125.0;125.0;125.0;125.0;-
CABL;East African Cables Ltd;15.05;15.75;15.25;15.75;27500
PORT;East African Portland Cement Ltd;60.0;60.0;60.0;58.0;100
KENO;KenolKobil Ltd;8.5;9.1;9.0;8.65;5729100
KEGN;Kenya Electricity Generating Company Plc;9.65;10.0;9.8;9.65;436100
KPLC;Kenya Power and Lighting Ltd;15.8;16.5;16.0;15.9;832400
KPLC-P4;KPLC-P4;6.7;6.7;6.7;6.7;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;25.0;25.5;25.0;25.5;25500
UMME;Umeme Ltd;22.0;22.0;22.0;22.0;-
BRIT;Britam Holdings Ltd;24.5;25.5;24.75;26.0;371700
CIC;CIC Insurance Group Ltd;9.85;10.2;10.0;10.05;499900
JUB;Jubilee Holdings Ltd;431.0;440.0;436.0;440.0;700
KNRE;Kenya Re-Insurance Corporation Ltd;16.2;16.55;16.35;16.25;156500
LBTY;Liberty Kenya Holdings Ltd;22.75;23.0;22.75;23.0;50800
SLAM;Sanlam Kenya Plc;122.0;122.0;122.0;120.0;1100
CTUM;Centum Investment Company Ltd;60.5;62.5;61.75;61.0;212200
HAFR;Home Afrika Ltd;3.95;4.35;3.95;4.0;343500
OCH;Olympia Capital Holdings Ltd;6.0;7.0;6.6;6.55;16600
TCL;Trans-Century Ltd;19.6;19.6;19.6;19.55;-
NSE;Nairobi Securities Exchange Plc;20.0;20.75;20.45;20.25;105500
BAT;BAT Kenya Plc;900.0;1000.0;989.0;1000.0;75600
BOC;BOC Kenya Plc;140.0;140.0;140.0;140.0;-
CARB;Carbacid Investments Plc;20.0;21.0;20.75;21.0;1000000
EABL;East African Breweries Ltd;292.0;299.0;294.0;292.0;117400
FTGH;Flame Tree Group Holdings Ltd;9.7;9.7;9.7;10.75;23500
ORCH;Kenya Orchards Ltd;138.0;138.0;138.0;138.0;-
MSC;Mumias Sugar Company Ltd;1.35;1.5;1.4;1.4;1856500
UNGA;Unga Group Ltd;40.0;41.0;40.0;41.25;3600
SCOM;Safaricom Plc;12.8;13.55;13.35;13.0;24898900
^FNK15;FTSE NSE Kenya 15 Index;207.84;213.04;210.69;208.37;-
^FNK25;FTSE NSE Kenya 25 Index;208.35;213.6;211.19;208.8;-
^N20I;NSE 20-Share Index;5138.46;5138.46;5138.46;5098.4;-
^NASI;NSE All-Share Index;161.84;161.84;161.84;160.31;-
;;;;;;
