Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20080701;89.5;90.0;89.5;89.0;20300
20080702;90.0;93.0;92.0;89.5;9000
20080703;90.0;94.0;92.5;92.0;2000
20080704;92.0;93.0;92.0;92.5;5400
20080707;92.5;92.5;92.5;92.0;1000
20080708;89.0;92.0;90.5;92.5;18900
20080709;88.0;90.0;88.5;90.5;1759400
20080710;92.5;92.5;92.5;88.5;1200
20080711;91.0;91.0;91.0;92.5;3500
20080714;91.0;91.0;91.0;91.0;500
20080715;91.0;92.5;91.5;91.0;9800
20080716;89.0;91.5;90.0;91.5;2700
20080718;90.0;90.0;90.0;90.0;36670000
20080721;90.0;90.0;90.0;90.0;100
20080722;90.0;90.0;90.0;90.0;400
20080723;89.0;90.0;89.5;90.0;200
20080724;89.0;89.0;89.0;89.5;2000
20080725;89.0;92.0;91.0;89.0;667500
20080728;89.0;90.0;89.5;91.0;3000
20080729;89.0;89.0;89.0;89.5;400
20080730;88.0;88.0;88.0;89.0;1800
20080731;88.0;89.0;88.5;88.0;1900
