20150901;12.9;13.4;12.95;13.0;115400
20150902;12.9;13.0;12.95;12.95;2.47M
20150903;13.0;13.3;13.1;12.95;231900
20150904;12.9;13.3;13.0;13.1;291100
20150907;12.85;13.2;13.0;13.0;146000
20150908;12.7;13.1;12.85;13.0;121900
20150909;12.9;13.1;12.95;12.85;2.27M
20150910;12.9;13.1;12.9;12.95;10.25M
20150911;12.85;12.95;12.85;12.9;234900
20150914;12.85;13.0;12.85;12.85;987600
20150915;12.85;12.9;12.85;12.85;776300
20150916;12.85;13.75;12.95;12.85;2.46M
20150917;12.9;13.65;12.95;12.95;2.32M
20150918;12.9;13.75;12.9;12.95;1.19M
20150921;12.9;13.8;13.0;12.9;42000
20150922;12.95;13.25;13.05;13.0;107900
20150923;13.0;13.15;13.0;13.05;137600
20150924;13.0;13.15;13.1;13.0;208700
20150925;13.05;13.25;13.15;13.1;220600
20150928;13.05;13.35;13.1;13.15;190300
20150929;13.0;13.25;13.05;13.1;1.36M
20150930;13.0;13.25;13.15;13.05;110900
20150901;12.9;13.4;12.95;13.0;115400
20150902;12.9;13.0;12.95;12.95;2.47M
20150903;13.0;13.3;13.1;12.95;231900
20150904;12.9;13.3;13.0;13.1;291100
20150907;12.85;13.2;13.0;13.0;146000
20150908;12.7;13.1;12.85;13.0;121900
20150909;12.9;13.1;12.95;12.85;2.27M
20150910;12.9;13.1;12.9;12.95;10.25M
20150911;12.85;12.95;12.85;12.9;234900
20150914;12.85;13.0;12.85;12.85;987600
20150915;12.85;12.9;12.85;12.85;776300
20150916;12.85;13.75;12.95;12.85;2.46M
20150917;12.9;13.65;12.95;12.95;2.32M
20150918;12.9;13.75;12.9;12.95;1.19M
20150921;12.9;13.8;13.0;12.9;42000
20150922;12.95;13.25;13.05;13.0;107900
20150923;13.0;13.15;13.0;13.05;137600
20150924;13.0;13.15;13.1;13.0;208700
20150925;13.05;13.25;13.15;13.1;220600
20150928;13.05;13.35;13.1;13.15;190300
20150929;13.0;13.25;13.05;13.1;1.36M
20150930;13.0;13.25;13.15;13.05;110900
