Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20150901;21.0;21.0;21.0;21.0;500
20150902;20.0;21.0;20.0;21.0;1100
20150903;20.5;21.0;20.75;20.0;23200
20150904;21.0;21.0;21.0;20.75;4000
20150907;20.0;21.0;20.75;21.0;12900
20150908;18.75;22.0;21.75;20.75;2102300
20150909;22.0;22.0;22.0;21.75;3200
20150910;20.0;22.0;21.75;22.0;11200
20150911;20.25;22.0;21.25;21.75;2500
20150914;21.75;22.0;21.75;21.25;3300
20150915;21.75;22.25;22.0;21.75;7000
20150916;21.5;21.75;21.5;22.0;2900
20150917;21.0;21.75;21.0;21.5;9900
20150918;20.5;22.0;20.75;21.0;5100
20150921;21.0;21.75;21.0;20.75;3000
20150922;21.0;21.0;21.0;21.0;3700
20150923;21.0;22.0;21.25;21.0;6200
20150924;21.0;22.0;21.75;21.25;9100
20150925;21.5;22.0;21.75;21.75;2100
20150928;21.75;22.0;21.75;21.75;33100
20150929;21.0;21.5;21.25;21.75;15700
20150930;20.0;22.0;21.0;21.25;14500
