Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20150901;31.5;31.5;31.5;30.0;1000
20150902;31.5;31.5;31.5;31.5;-
20150903;30.0;30.0;30.0;31.5;2000
20150904;30.0;30.0;30.0;30.0;1000
20150907;30.0;30.0;30.0;30.0;-
20150908;30.0;30.0;30.0;30.0;100
20150909;30.0;31.0;30.0;30.0;2300
20150910;30.0;30.0;30.0;30.0;-
20150911;27.0;30.0;29.75;30.0;6600
20150914;30.0;30.0;30.0;29.75;1400
20150915;30.0;30.0;30.0;30.0;400
20150916;30.0;30.0;30.0;30.0;400
20150917;30.0;30.0;30.0;30.0;2000
20150918;30.0;30.0;30.0;30.0;2700
20150921;30.0;30.0;30.0;30.0;300
20150922;28.0;30.0;29.75;30.0;2400
20150923;30.0;30.0;30.0;29.75;500
20150924;30.0;30.0;30.0;30.0;3000
20150925;30.0;30.0;30.0;30.0;1000
20150928;30.0;30.0;30.0;30.0;1000
20150929;30.0;30.0;30.0;30.0;13600
20150930;29.5;30.0;29.5;30.0;1200
