Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20200302;2.75;2.92;2.85;2.8;27800
20200303;2.7;2.88;2.8;2.85;72900
20200304;2.7;2.88;2.84;2.8;204700
20200305;2.56;2.88;2.65;2.84;469500
20200306;2.65;2.75;2.66;2.65;1134600
20200309;2.6;2.82;2.63;2.66;173000
20200310;2.5;2.85;2.56;2.63;3206700
20200311;2.63;2.8;2.72;2.56;79400
20200312;2.45;2.7;2.49;2.72;5011100
20200313;2.25;2.5;2.43;2.49;62200
20200316;2.19;2.4;2.24;2.43;179300
20200317;2.2;2.44;2.29;2.24;188900
20200318;2.2;2.44;2.29;2.29;161300
20200319;2.29;2.35;2.33;2.29;55100
20200320;2.25;2.35;2.32;2.33;1083100
20200323;2.2;2.35;2.22;2.32;67200
20200324;2.1;2.35;2.19;2.22;124100
20200325;2.19;2.2;2.2;2.19;95600
20200326;2.2;2.4;2.24;2.2;373600
20200327;2.2;2.4;2.23;2.24;1346300
20200330;2.3;2.45;2.39;2.23;96500
20200331;2.2;2.4;2.36;2.39;87900
