Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20200302;8.0;9.0;8.04;8.44;5400
20200303;8.0;8.5;8.08;8.04;33000
20200304;8.0;8.0;8.0;8.08;11400
20200305;8.0;8.0;8.0;8.0;14200
20200306;7.5;8.8;7.84;8.0;4100
20200309;7.84;7.84;7.84;7.84;800
20200310;8.0;8.0;8.0;7.84;6500
20200311;8.02;8.02;8.02;8.0;100
20200312;7.5;8.8;8.4;8.02;13200
20200313;8.4;9.0;8.8;8.4;14300
20200316;7.92;8.98;8.06;8.8;9200
20200317;7.9;8.4;7.98;8.06;5100
20200318;8.4;8.4;8.4;7.98;300
20200319;7.9;8.06;7.92;8.4;3000
20200320;7.92;7.92;7.92;7.92;-
20200323;7.9;8.2;8.0;7.92;3600
20200324;7.92;7.92;7.92;8.0;400
20200325;7.92;8.5;8.18;7.92;1800
20200326;7.9;8.5;7.9;8.18;12600
20200327;8.0;8.2;8.02;7.9;1500
20200330;8.0;8.02;8.0;8.02;1000
20200331;8.2;8.2;8.2;8.0;400
