Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20200302;485.0;485.0;485.0;488.0;100
20200303;485.0;485.0;485.0;485.0;200
20200304;484.0;484.0;484.0;485.0;100
20200305;480.0;483.0;481.0;484.0;300
20200306;481.0;481.0;481.0;481.0;-
20200309;465.0;485.0;476.0;481.0;900
20200310;450.0;482.5;466.0;476.0;3600
20200311;466.0;466.0;466.0;466.0;-
20200312;435.0;466.0;439.25;466.0;5600
20200313;395.5;466.0;401.5;439.25;1200
20200316;400.0;400.0;400.0;401.5;3400
20200317;395.0;400.0;398.25;400.0;1600
20200318;395.0;395.0;395.0;398.25;176300
20200319;390.0;400.0;390.0;395.0;15000
20200320;385.0;395.0;385.5;390.0;60100
20200323;380.0;380.0;380.0;385.5;100
20200324;375.0;380.0;378.0;380.0;500
20200325;378.0;378.0;378.0;378.0;-
20200326;360.0;370.0;364.5;378.0;84700
20200327;360.0;360.0;360.0;364.5;200
20200330;360.0;360.0;360.0;360.0;4600
20200331;360.0;360.0;360.0;360.0;100
