20060911;15.0;16.0;15.55;-;161500
20060912;15.0;16.0;15.35;15.55;58800
20060913;15.0;15.5;15.05;15.35;203900
20060914;14.5;15.75;15.25;15.05;124400
20060915;15.0;15.95;15.3;15.25;70400
20060918;15.0;16.0;15.8;15.3;73000
20060919;15.0;15.0;15.0;15.8;189500
20060920;15.0;16.0;15.25;15.0;467500
20060921;15.0;16.0;15.6;15.25;96100
20060922;15.5;17.25;16.95;15.6;63600
20060925;16.0;18.0;17.15;16.95;98400
20060926;17.0;18.0;17.35;17.15;51900
20060927;16.0;18.0;17.05;17.35;122900
20060928;17.5;18.25;17.85;17.05;154900
20060929;17.85;18.5;18.0;17.85;150100
20060911;15.0;16.0;15.55;-;161500
20060912;15.0;16.0;15.35;15.55;58800
20060913;15.0;15.5;15.05;15.35;203900
20060914;14.5;15.75;15.25;15.05;124400
20060915;15.0;15.95;15.3;15.25;70400
20060918;15.0;16.0;15.8;15.3;73000
20060919;15.0;15.0;15.0;15.8;189500
20060920;15.0;16.0;15.25;15.0;467500
20060921;15.0;16.0;15.6;15.25;96100
20060922;15.5;17.25;16.95;15.6;63600
20060925;16.0;18.0;17.15;16.95;98400
20060926;17.0;18.0;17.35;17.15;51900
20060927;16.0;18.0;17.05;17.35;122900
20060928;17.5;18.25;17.85;17.05;154900
20060929;17.85;18.5;18.0;17.85;150100
