20060911;81.0;81.0;81.0;-;1000
20060912;80.0;85.0;82.5;81.0;8100
20060913;85.0;88.0;86.0;82.5;3000
20060914;83.0;86.0;85.0;86.0;12400
20060915;88.0;90.0;89.5;85.0;1200
20060918;96.0;96.0;96.0;89.5;3000
20060919;95.0;100.0;96.0;96.0;97500
20060920;92.0;96.0;95.0;96.0;16200
20060921;94.0;96.0;94.0;95.0;1000
20060925;87.0;97.0;92.0;94.0;200
20060926;95.0;95.0;95.0;92.0;1000
20060927;90.0;95.0;93.0;95.0;90100
20060928;90.0;94.0;91.5;93.0;1300
20060911;81.0;81.0;81.0;-;1000
20060912;80.0;85.0;82.5;81.0;8100
20060913;85.0;88.0;86.0;82.5;3000
20060914;83.0;86.0;85.0;86.0;12400
20060915;88.0;90.0;89.5;85.0;1200
20060918;96.0;96.0;96.0;89.5;3000
20060919;95.0;100.0;96.0;96.0;97500
20060920;92.0;96.0;95.0;96.0;16200
20060921;94.0;96.0;94.0;95.0;1000
20060925;87.0;97.0;92.0;94.0;200
20060926;95.0;95.0;95.0;92.0;1000
20060927;90.0;95.0;93.0;95.0;90100
20060928;90.0;94.0;91.5;93.0;1300
