20060911;32.0;35.5;33.0;-;700
20060912;32.0;33.5;33.0;33.0;8400
20060913;35.0;35.0;35.0;33.0;800
20060914;35.0;35.5;35.25;35.0;13800
20060915;35.0;37.0;35.75;35.25;16800
20060918;37.0;39.0;37.5;35.75;5500
20060919;37.0;42.0;41.25;37.5;42100
20060920;37.0;42.0;39.75;41.25;34900
20060921;38.0;42.0;38.5;39.75;8900
20060922;38.0;40.0;38.0;38.5;2400
20060925;36.5;40.0;37.0;38.0;2300
20060926;37.0;38.5;38.0;37.0;6300
20060927;38.0;39.0;38.75;38.0;4500
20060928;38.75;42.0;40.75;38.75;8500
20060929;40.0;42.0;40.0;40.75;4100
20060911;32.0;35.5;33.0;-;700
20060912;32.0;33.5;33.0;33.0;8400
20060913;35.0;35.0;35.0;33.0;800
20060914;35.0;35.5;35.25;35.0;13800
20060915;35.0;37.0;35.75;35.25;16800
20060918;37.0;39.0;37.5;35.75;5500
20060919;37.0;42.0;41.25;37.5;42100
20060920;37.0;42.0;39.75;41.25;34900
20060921;38.0;42.0;38.5;39.75;8900
20060922;38.0;40.0;38.0;38.5;2400
20060925;36.5;40.0;37.0;38.0;2300
20060926;37.0;38.5;38.0;37.0;6300
20060927;38.0;39.0;38.75;38.0;4500
20060928;38.75;42.0;40.75;38.75;8500
20060929;40.0;42.0;40.0;40.75;4100
