20060911;55.5;60.0;59.0;-;143900
20060912;56.5;60.0;58.5;59.0;665600
20060913;53.0;57.0;55.5;58.5;423500
20060914;51.0;58.0;55.5;55.5;1.29M
20060915;54.0;59.0;57.0;55.5;521600
20060918;55.0;57.0;56.0;57.0;416500
20060919;54.0;57.0;55.0;56.0;1.61M
20060920;54.0;60.0;55.0;55.0;880800
20060921;54.0;57.0;55.0;55.0;852900
20060922;52.0;55.0;54.0;55.0;763800
20060925;52.0;55.0;54.0;54.0;1.95M
20060926;50.0;59.0;52.0;54.0;721300
20060927;50.0;53.0;50.5;52.0;2.25M
20060928;51.0;54.0;51.0;50.5;1.59M
20060929;52.5;56.5;54.5;51.0;562600
20060911;55.5;60.0;59.0;-;143900
20060912;56.5;60.0;58.5;59.0;665600
20060913;53.0;57.0;55.5;58.5;423500
20060914;51.0;58.0;55.5;55.5;1.29M
20060915;54.0;59.0;57.0;55.5;521600
20060918;55.0;57.0;56.0;57.0;416500
20060919;54.0;57.0;55.0;56.0;1.61M
20060920;54.0;60.0;55.0;55.0;880800
20060921;54.0;57.0;55.0;55.0;852900
20060922;52.0;55.0;54.0;55.0;763800
20060925;52.0;55.0;54.0;54.0;1.95M
20060926;50.0;59.0;52.0;54.0;721300
20060927;50.0;53.0;50.5;52.0;2.25M
20060928;51.0;54.0;51.0;50.5;1.59M
20060929;52.5;56.5;54.5;51.0;562600
