Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;10.95;11.0;10.95;10.0;500
KUKZ;Kakuzi;319.0;319.0;319.0;319.0;-
KAPC;Kapchorua Tea Kenya Plc;75.0;75.0;75.0;78.0;300
LIMT;Limuru Tea Plc;440.0;440.0;440.0;440.0;-
SASN;Sasini Tea and Coffee Ltd;15.0;16.0;15.7;15.75;1300
WTK;Williamson Tea Kenya Plc;119.0;119.0;119.0;119.75;100
CGEN;Car and General (K) Ltd;23.4;24.0;24.0;23.4;30200
ABSA;ABSA Bank Kenya Plc;12.5;13.2;12.8;12.8;116900
BKG;BK Group Plc;22.4;22.4;22.4;22.4;-
COOP;Co-operative Bank of Kenya Ltd;14.2;14.8;14.6;14.1;854100
DTK;Diamond Trust Bank Kenya Ltd;100.0;101.0;101.0;100.25;170600
EQTY;Equity Group Holdings Ltd;46.5;48.0;47.1;47.1;879700
HFCK;HF Group Ltd;4.5;4.71;4.57;4.54;19300
IMH;I & M Holdings Plc;50.0;50.25;50.0;50.75;109900
KCB;KCB Group Plc;48.0;49.0;48.65;47.8;183400
NBK;National Bank of Kenya Ltd;4.12;4.12;4.12;4.12;-
NCBA;NCBA Group Plc;32.7;34.0;33.15;33.05;14200
SBIC;Stanbic Holdings Plc;102.0;102.0;102.0;106.5;200
SCBK;Standard Chartered Bank Kenya Ltd;196.0;200.0;197.5;200.0;2000
DCON;Deacons (East Africa) Plc;0.45;0.45;0.45;0.45;-
EVRD;Eveready East Africa Ltd;0.96;0.96;0.96;0.98;1500
XPRS;Express Ltd;5.98;6.0;6.0;5.98;800
KQ;Kenya Airways Plc;1.76;2.05;1.88;1.92;98500
LKL;Longhorn Publishers Plc;5.0;5.2;5.04;5.2;33000
NBV;Nairobi Business Ventures Ltd;0.66;0.66;0.66;0.66;-
NMG;Nation Media Group Plc;27.0;29.0;28.2;28.05;3800
SMER;Sameer Africa Plc;2.75;2.75;2.75;2.65;1100
SGL;Standard Group Ltd;21.0;21.0;21.0;23.15;900
TPSE;TPS Eastern Africa (Serena) Ltd;13.55;14.0;13.6;13.5;10100
UCHM;Uchumi Supermarket Ltd;0.27;0.3;0.3;0.3;97100
SCAN;WPP ScanGroup Plc;15.0;16.5;16.45;16.0;10600
ARM;ARM Cement Ltd;5.55;5.55;5.55;5.55;-
BAMB;Bamburi Cement Ltd;50.0;53.0;51.5;55.0;7900
CRWN;Crown Berger Ltd;58.0;58.0;58.0;58.0;-
CABL;East African Cables Ltd;1.83;1.9;1.89;1.9;1500
PORT;East African Portland Cement Ltd;14.25;14.25;14.25;14.25;-
KEGN;Kenya Electricity Generating Company Plc;5.26;5.48;5.3;5.4;555700
KPLC;Kenya Power and Lighting Ltd;2.1;2.2;2.13;2.2;123700
KPLC-P4;KPLC-P4;5.0;5.0;5.0;5.0;-
KPLC-P7;KPLC-P7;6.0;6.0;6.0;6.0;-
TOTL;Total Kenya Ltd;26.0;26.4;26.0;25.7;3600
UMME;Umeme Ltd;6.4;6.78;6.6;6.4;200
BRIT;Britam Holdings Ltd;7.2;7.6;7.26;7.24;68900
CIC;CIC Insurance Group Ltd;2.3;2.5;2.4;2.43;310500
JUB;Jubilee Holdings Ltd;335.0;335.0;335.0;335.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;2.63;2.8;2.72;2.56;79400
LBTY;Liberty Kenya Holdings Ltd;6.88;6.88;6.88;6.88;-
SLAM;Sanlam Kenya Plc;17.0;17.0;17.0;17.0;1700
CTUM;Centum Investment Company Ltd;23.2;25.0;24.4;24.35;20600
HAFR;Home Afrika Ltd;0.4;0.44;0.4;0.43;116400
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;2.4;2.4;2.4;2.38;700
TCL;Trans-Century Ltd;1.89;2.3;2.0;2.1;26400
NSE;Nairobi Securities Exchange Plc;10.6;10.6;10.6;10.45;100
BAT;BAT Kenya Plc;466.0;466.0;466.0;466.0;-
BOC;BOC Kenya Plc;63.0;63.0;63.0;63.0;-
CARB;Carbacid Investments Plc;8.0;8.6;8.0;8.28;59800
EABL;East African Breweries Ltd;197.0;200.0;198.5;195.5;200
FTGH;Flame Tree Group Holdings Ltd;1.32;1.44;1.42;1.44;9200
ORCH;Kenya Orchards Ltd;12.5;12.5;12.5;12.5;-
UNGA;Unga Group Ltd;30.0;30.0;30.0;30.0;-
SCOM;Safaricom Plc;27.7;28.5;27.85;27.75;12535900
FAHR;Stanlib Fahari Income-REIT;8.02;8.02;8.02;8.0;100
GLD;Barclays NewGold ETF;1650.0;1650.0;1650.0;1650.0;-
^FNK15;FTSE NSE Kenya 15 Index;198.89;201.86;200.72;198.9;-
^FNK25;FTSE NSE Kenya 25 Index;205.08;208.85;206.72;205.1;-
^N20I;NSE 20-Share Index;2316.58;2316.58;2316.58;2311.47;-
^N25I;NSE 25-Share Index;3711.52;3711.52;3711.52;3695.36;-
^NASI;NSE All-Share Index;149.17;149.17;149.17;148.67;-
^ZKEQTK;Zamara Kenya Equity Index (KES);1986.22;1986.22;1986.22;1969.95;-
^ZKEQTU;Zamara Kenya Equity Index (USD);1668.43;1668.43;1668.43;1651.54;-
;;;;;;
