20110503,27.0,27.5,27.0,2.12M
20110504,26.75,27.25,26.75,1.11M
20110505,26.25,27.0,26.5,180700
20110506,25.75,26.75,26.0,1.80M
20110509,25.75,26.0,25.75,639600
20110510,25.5,26.0,25.75,3.35M
20110511,25.0,26.0,25.5,5.35M
20110512,25.0,25.5,25.25,4.62M
20110513,25.0,25.5,25.0,2.10M
20110516,24.75,25.0,24.75,1.09M
20110517,24.75,25.25,24.75,3.46M
20110518,25.0,26.0,25.25,4.76M
20110519,25.0,26.0,25.0,4.68M
20110520,25.0,25.25,25.0,223400
20110523,25.0,25.25,25.0,785000
20110524,24.5,25.25,24.75,4.67M
20110525,24.25,25.0,24.5,6.17M
20110526,24.25,25.0,24.5,2.12M
20110527,24.25,25.0,24.5,3.18M
20110530,24.5,25.25,24.75,1.84M
20110531,24.75,25.25,25.0,3.89M
