Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;24.5;24.5;24.5;24.5;-
KUKZ;Kakuzi;303.0;303.0;303.0;303.0;-
KAPC;Kapchorua Tea Kenya Plc;84.5;84.5;84.5;84.5;100
LIMT;Limuru Tea Plc;799.0;799.0;799.0;799.0;-
SASN;Sasini Tea and Coffee Ltd;18.05;18.1;18.05;18.0;3300
WTK;Williamson Tea Kenya Plc;180.0;180.0;180.0;175.0;100
CGEN;Car and General (K) Ltd;34.0;34.0;34.0;34.0;-
ABSA;ABSA Bank Kenya Plc;10.25;10.45;10.3;10.25;85600
COOP;Co-operative Bank of Kenya Ltd;18.4;18.7;18.4;18.55;125000
DTK;Diamond Trust Bank Kenya Ltd;203.0;203.0;203.0;203.0;3400
EQTY;Equity Group Holdings Ltd;40.25;41.0;40.25;40.25;244800
HFCK;HF Group Ltd;19.5;20.5;20.15;20.0;6500
IMH;I & M Holdings Plc;109.0;109.0;109.0;109.0;-
KCB;KCB Group Plc;40.75;42.25;41.75;40.5;1258400
NBK;National Bank of Kenya Ltd;8.8;9.5;9.0;9.0;16600
NCBA;NCBA Group Plc;37.0;38.0;37.0;37.7;32500
SBIC;Stanbic Holdings Plc;90.0;91.0;90.5;91.0;8700
SCBK;Standard Chartered Bank Kenya Ltd;200.0;202.0;200.0;202.5;2500
EVRD;Eveready East Africa Ltd;2.4;2.5;2.45;2.45;700
XPRS;Express Ltd;3.8;3.8;3.8;3.8;100
KQ;Kenya Airways Plc;3.9;4.2;3.95;3.95;3327500
LKL;Longhorn Publishers Plc;4.5;4.5;4.5;4.5;500
NMG;Nation Media Group Plc;165.0;170.0;165.0;165.0;3400
SMER;Sameer Africa Plc;3.2;3.4;3.3;3.2;5300
SGL;Standard Group Ltd;29.0;29.0;29.0;29.0;-
TPSE;TPS Eastern Africa (Serena) Ltd;22.0;22.0;22.0;22.75;3000
UCHM;Uchumi Supermarket Ltd;3.9;3.95;3.9;3.9;1300
SCAN;WPP ScanGroup Plc;22.5;23.0;22.5;23.0;6200
ARM;ARM Cement Ltd;35.0;36.75;36.25;36.75;106500
BAMB;Bamburi Cement Ltd;191.0;191.0;191.0;191.0;-
CRWN;Crown Berger Ltd;56.0;56.0;56.0;57.5;400
CABL;East African Cables Ltd;6.75;7.0;6.95;7.0;57600
PORT;East African Portland Cement Ltd;38.0;38.0;38.0;38.0;100
KENO;KenolKobil Ltd;10.7;10.85;10.7;10.55;83200
KEGN;Kenya Electricity Generating Company Plc;7.1;7.5;7.2;7.35;1544400
KPLC;Kenya Power and Lighting Ltd;11.0;11.25;11.1;11.2;1163900
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;18.0;18.3;18.25;18.25;900
UMME;Umeme Ltd;17.95;18.0;17.95;17.95;2571000
BRIT;Britam Holdings Ltd;14.05;14.2;14.1;14.15;141300
CIC;CIC Insurance Group Ltd;4.95;5.15;5.0;5.0;113800
JUB;Jubilee Holdings Ltd;461.0;475.0;474.0;469.0;30900
KNRE;Kenya Re-Insurance Corporation Ltd;21.0;21.25;21.0;21.25;5500
LBTY;Liberty Kenya Holdings Ltd;16.0;16.25;16.05;16.45;2300
SLAM;Sanlam Kenya Plc;43.0;43.0;43.0;43.0;-
CTUM;Centum Investment Company Ltd;44.0;44.25;44.2;44.45;651700
HAFR;Home Afrika Ltd;1.4;1.5;1.45;1.4;1123100
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;3.8;3.8;3.8;3.8;600
TCL;Trans-Century Ltd;5.25;5.5;5.35;5.3;50000
NSE;Nairobi Securities Exchange Plc;27.75;29.0;28.05;27.65;111800
BAT;BAT Kenya Plc;800.0;850.0;828.0;850.0;1800
BOC;BOC Kenya Plc;95.0;95.0;95.0;95.0;-
CARB;Carbacid Investments Plc;14.5;14.55;14.5;14.5;10900
EABL;East African Breweries Ltd;294.0;298.0;296.0;297.0;17000
FTGH;Flame Tree Group Holdings Ltd;7.2;7.95;7.2;7.95;29300
ORCH;Kenya Orchards Ltd;97.0;97.0;97.0;97.0;-
MSC;Mumias Sugar Company Ltd;1.35;1.4;1.35;1.35;652200
UNGA;Unga Group Ltd;34.0;37.0;34.75;37.0;2300
SCOM;Safaricom Plc;17.1;17.45;17.25;17.1;1176200
FAHR;Stanlib Fahari Income-REIT;20.0;20.25;20.0;20.0;4600
^FNK15;FTSE NSE Kenya 15 Index;185.68;187.94;186.67;186.0;-
^FNK25;FTSE NSE Kenya 25 Index;185.76;188.28;187.15;186.44;-
^N20I;NSE 20-Share Index;3923.42;3923.42;3923.42;3934.43;-
^N25I;NSE 25-Share Index;4216.05;4216.05;4216.05;4215.56;-
^NASI;NSE All-Share Index;146.44;146.44;146.44;146.21;-
;;;;;;
