Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180403;2.8;2.85;2.8;2.85;2400
20180404;2.8;2.8;2.8;2.8;-
20180405;2.6;2.75;2.65;2.8;700
20180406;2.7;2.7;2.7;2.65;2500
20180409;2.6;2.6;2.6;2.7;400
20180410;2.7;2.7;2.7;2.6;18100
20180411;2.65;2.65;2.65;2.7;3600
20180412;2.75;2.75;2.75;2.65;200
20180413;2.6;2.75;2.65;2.75;4400
20180416;2.7;2.7;2.7;2.65;700
20180417;2.5;2.7;2.5;2.7;1500
20180418;2.5;2.5;2.5;2.5;18100
20180419;2.5;2.5;2.5;2.5;1100
20180420;2.45;2.5;2.45;2.5;20500
20180423;2.3;2.45;2.4;2.45;4100
20180424;2.45;2.45;2.45;2.4;300
20180425;2.45;2.45;2.45;2.45;-
20180426;2.5;2.5;2.5;2.45;500
20180427;2.5;2.5;2.5;2.5;500
20180430;2.25;2.5;2.35;2.5;2300
