Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;24.0;24.0;24.0;23.0;700
KUKZ;Kakuzi;315.0;315.0;315.0;329.0;96600
KAPC;Kapchorua Tea Kenya Plc;90.0;90.0;90.0;90.0;500
LIMT;Limuru Tea Plc;799.0;799.0;799.0;799.0;-
SASN;Sasini Tea and Coffee Ltd;18.55;18.9;18.8;19.35;3200
WTK;Williamson Tea Kenya Plc;187.0;187.0;187.0;186.0;300
CGEN;Car and General (K) Ltd;34.0;34.0;34.0;34.0;-
ABSA;ABSA Bank Kenya Plc;10.3;10.8;10.5;10.75;318500
COOP;Co-operative Bank of Kenya Ltd;20.5;20.75;20.5;20.5;873000
DTK;Diamond Trust Bank Kenya Ltd;205.0;210.0;209.0;210.0;79900
EQTY;Equity Group Holdings Ltd;39.75;40.5;40.25;40.25;1096800
HFCK;HF Group Ltd;20.0;20.75;20.1;20.45;59000
IMH;I & M Holdings Plc;105.0;105.0;105.0;105.0;-
KCB;KCB Group Plc;42.0;42.75;42.0;42.0;3488600
NBK;National Bank of Kenya Ltd;10.0;10.5;10.45;10.0;98200
NCBA;NCBA Group Plc;36.75;40.0;37.45;39.7;29000
SBIC;Stanbic Holdings Plc;90.0;93.0;90.0;93.5;95000
SCBK;Standard Chartered Bank Kenya Ltd;247.0;250.0;249.75;248.75;5200
EVRD;Eveready East Africa Ltd;2.7;3.0;2.95;3.0;2400
XPRS;Express Ltd;3.9;4.0;3.95;3.9;1200
KQ;Kenya Airways Plc;4.4;4.5;4.45;4.4;39000
LKL;Longhorn Publishers Plc;5.0;5.35;5.1;5.0;31100
NMG;Nation Media Group Plc;177.0;177.0;177.0;174.0;300
SMER;Sameer Africa Plc;3.3;3.55;3.35;3.3;26900
SGL;Standard Group Ltd;28.75;28.75;28.75;29.0;300
TPSE;TPS Eastern Africa (Serena) Ltd;23.75;23.75;23.75;24.5;200
UCHM;Uchumi Supermarket Ltd;5.0;5.25;5.15;5.15;12500
SCAN;WPP ScanGroup Plc;28.0;28.0;28.0;29.25;600
ARM;ARM Cement Ltd;28.0;28.0;28.0;29.0;1800
BAMB;Bamburi Cement Ltd;190.0;194.0;190.0;190.0;2600
CRWN;Crown Berger Ltd;56.0;56.0;56.0;56.0;-
CABL;East African Cables Ltd;6.75;7.5;7.05;7.2;12100
PORT;East African Portland Cement Ltd;45.0;45.0;45.0;45.0;-
KENO;KenolKobil Ltd;10.55;10.95;10.8;10.9;115900
KEGN;Kenya Electricity Generating Company Plc;7.9;8.1;8.0;7.95;251700
KPLC;Kenya Power and Lighting Ltd;10.7;10.85;10.7;10.75;139500
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;18.9;19.4;18.95;19.2;45600
UMME;Umeme Ltd;18.0;18.0;18.0;18.0;-
BRIT;Britam Holdings Ltd;12.55;13.35;12.65;13.1;185000
CIC;CIC Insurance Group Ltd;5.45;5.9;5.7;5.75;382100
JUB;Jubilee Holdings Ltd;455.0;464.0;460.0;463.0;9900
KNRE;Kenya Re-Insurance Corporation Ltd;19.85;20.0;19.95;19.95;54400
LBTY;Liberty Kenya Holdings Ltd;15.5;15.5;15.5;16.2;200
SLAM;Sanlam Kenya Plc;40.0;40.0;40.0;37.25;1400
CTUM;Centum Investment Company Ltd;45.0;46.0;45.55;45.45;69800
HAFR;Home Afrika Ltd;1.75;1.8;1.75;1.75;83800
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;4.0;4.0;4.0;4.0;5000
TCL;Trans-Century Ltd;5.5;5.6;5.55;5.5;118800
NSE;Nairobi Securities Exchange Plc;26.5;27.25;26.95;26.55;39200
BAT;BAT Kenya Plc;775.0;775.0;775.0;800.0;100
BOC;BOC Kenya Plc;104.0;104.0;104.0;104.0;100
CARB;Carbacid Investments Plc;15.0;15.45;15.0;16.0;34200
EABL;East African Breweries Ltd;279.0;284.0;279.0;280.0;9300
FTGH;Flame Tree Group Holdings Ltd;7.5;8.3;7.5;7.55;6300
ORCH;Kenya Orchards Ltd;97.0;97.0;97.0;97.0;-
MSC;Mumias Sugar Company Ltd;1.35;1.5;1.4;1.4;415400
UNGA;Unga Group Ltd;35.25;36.0;35.75;37.5;1100
SCOM;Safaricom Plc;16.65;16.8;16.7;16.75;1693900
FAHR;Stanlib Fahari Income-REIT;20.0;21.0;20.25;20.0;27600
^FNK15;FTSE NSE Kenya 15 Index;183.98;185.42;184.01;184.7;-
^FNK25;FTSE NSE Kenya 25 Index;183.86;185.4;183.86;184.68;-
^N20I;NSE 20-Share Index;3958.57;3958.57;3958.57;3999.33;-
^N25I;NSE 25-Share Index;4190.85;4190.85;4190.85;4257.39;-
^NASI;NSE All-Share Index;145.67;145.67;145.67;146.5;-
;;;;;;
