Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;23.0;23.0;23.0;23.0;3900
KUKZ;Kakuzi;322.0;322.0;322.0;322.0;100
KAPC;Kapchorua Tea Kenya Plc;224.0;224.0;224.0;224.0;-
LIMT;Limuru Tea Plc;1085.0;1085.0;1085.0;1085.0;-
SASN;Sasini Tea and Coffee Ltd;17.45;17.5;17.45;17.45;1100
WTK;Williamson Tea Kenya Plc;259.0;259.0;259.0;259.0;-
CGEN;Car and General (K) Ltd;39.5;39.5;39.5;39.5;-
ABSA;ABSA Bank Kenya Plc;12.4;12.65;12.45;12.5;350800
COOP;Co-operative Bank of Kenya Ltd;16.25;17.5;17.0;17.05;285600
DTK;Diamond Trust Bank Kenya Ltd;187.0;190.0;188.0;187.0;4100
EQTY;Equity Group Holdings Ltd;39.0;39.75;39.0;39.25;2297500
HFCK;HF Group Ltd;20.75;21.25;20.9;21.3;42700
IMH;I & M Holdings Plc;99.0;99.0;99.0;95.5;1000
KCB;KCB Group Plc;39.0;41.0;39.75;41.0;4295800
NBK;National Bank of Kenya Ltd;16.4;17.0;16.55;16.85;32800
NCBA;NCBA Group Plc;42.5;43.5;43.25;43.1;68200
SBIC;Stanbic Holdings Plc;80.0;81.0;80.0;80.0;15500
SCBK;Standard Chartered Bank Kenya Ltd;204.0;208.0;204.75;205.25;3200
EVRD;Eveready East Africa Ltd;2.6;2.9;2.65;2.75;1700
XPRS;Express Ltd;4.5;4.7;4.5;4.5;1000
KQ;Kenya Airways Plc;4.75;4.95;4.75;4.8;101800
LKL;Longhorn Publishers Plc;6.2;6.6;6.4;6.0;87300
NMG;Nation Media Group Plc;177.0;180.0;179.0;180.0;148300
SMER;Sameer Africa Plc;3.8;3.9;3.8;3.8;1100
SGL;Standard Group Ltd;28.25;28.25;28.25;28.25;-
TPSE;TPS Eastern Africa (Serena) Ltd;25.0;25.5;25.25;25.0;3900
UCHM;Uchumi Supermarket Ltd;9.0;9.9;9.05;9.1;87500
SCAN;WPP ScanGroup Plc;28.5;31.5;30.25;29.5;2400
ARM;ARM Cement Ltd;35.5;36.5;35.5;35.5;497700
BAMB;Bamburi Cement Ltd;170.0;176.0;174.0;175.0;177500
CRWN;Crown Berger Ltd;60.0;63.5;62.0;58.0;39500
CABL;East African Cables Ltd;10.0;10.5;10.0;10.6;11400
PORT;East African Portland Cement Ltd;41.0;41.0;41.0;45.0;600
KENO;KenolKobil Ltd;8.5;8.9;8.55;8.75;17600
KEGN;Kenya Electricity Generating Company Plc;6.6;6.95;6.65;6.9;282300
KPLC;Kenya Power and Lighting Ltd;11.9;12.5;12.05;12.65;87300
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;17.5;18.5;17.75;17.05;2000
UMME;Umeme Ltd;24.0;24.0;24.0;24.0;-
BRIT;Britam Holdings Ltd;11.5;12.5;11.75;12.35;131800
CIC;CIC Insurance Group Ltd;5.7;5.85;5.75;5.8;211600
JUB;Jubilee Holdings Ltd;489.0;489.0;489.0;489.0;-
KNRE;Kenya Re-Insurance Corporation Ltd;20.5;20.75;20.5;20.5;23600
LBTY;Liberty Kenya Holdings Ltd;18.0;18.05;18.0;18.0;11000
SLAM;Sanlam Kenya Plc;56.5;59.0;57.5;56.5;900
CTUM;Centum Investment Company Ltd;45.5;46.5;46.15;45.9;95800
HAFR;Home Afrika Ltd;1.75;2.0;1.9;1.85;1651800
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;4.2;4.2;4.2;4.2;-
TCL;Trans-Century Ltd;8.75;9.1;9.0;9.05;64900
NSE;Nairobi Securities Exchange Plc;24.0;25.0;24.55;24.65;42600
BAT;BAT Kenya Plc;780.0;795.0;784.0;795.0;500
BOC;BOC Kenya Plc;98.0;98.0;98.0;101.0;400
CARB;Carbacid Investments Plc;15.0;15.7;15.0;15.6;6300
EABL;East African Breweries Ltd;248.0;270.0;268.0;271.0;919300
FTGH;Flame Tree Group Holdings Ltd;7.4;7.5;7.45;7.4;5300
ORCH;Kenya Orchards Ltd;98.0;98.0;98.0;98.0;-
MSC;Mumias Sugar Company Ltd;1.55;1.65;1.55;1.55;642900
UNGA;Unga Group Ltd;33.0;35.0;33.75;35.0;7700
SCOM;Safaricom Plc;16.0;16.15;16.05;16.1;5253900
FAHR;Stanlib Fahari Income-REIT;20.25;21.0;20.75;20.75;40700
^FNK15;FTSE NSE Kenya 15 Index;176.18;180.21;177.98;180.21;-
^FNK25;FTSE NSE Kenya 25 Index;177.03;180.67;178.51;180.67;-
^N20I;NSE 20-Share Index;3835.78;3835.78;3835.78;3880.13;-
^N25I;NSE 25-Share Index;4039.74;4039.74;4039.74;4068.95;-
^NASI;NSE All-Share Index;141.77;141.77;141.77;142.71;-
;;;;;;
