Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;23.75;24.0;23.75;23.75;1200
KUKZ;Kakuzi;321.0;322.0;321.0;321.0;4800
KAPC;Kapchorua Tea Kenya Plc;202.0;202.0;202.0;202.0;-
LIMT;Limuru Tea Plc;1085.0;1085.0;1085.0;1085.0;-
SASN;Sasini Tea and Coffee Ltd;19.0;21.0;20.25;19.7;22000
WTK;Williamson Tea Kenya Plc;162.0;170.0;163.0;180.0;6100
CGEN;Car and General (K) Ltd;40.0;40.0;40.0;39.75;1800
ABSA;ABSA Bank Kenya Plc;11.95;12.15;12.0;12.15;262800
COOP;Co-operative Bank of Kenya Ltd;16.3;17.0;16.65;16.9;86500
DTK;Diamond Trust Bank Kenya Ltd;186.0;188.0;187.0;182.0;112200
EQTY;Equity Group Holdings Ltd;38.0;39.0;38.25;38.5;4485600
HFCK;HF Group Ltd;19.05;21.0;20.15;20.7;11500
IMH;I & M Holdings Plc;96.5;96.5;96.5;96.5;-
KCB;KCB Group Plc;37.25;39.0;37.5;37.5;3267900
NBK;National Bank of Kenya Ltd;16.5;16.9;16.85;16.75;118000
NCBA;NCBA Group Plc;39.0;40.0;39.65;39.2;7300
SBIC;Stanbic Holdings Plc;82.0;82.0;82.0;80.5;1300
SCBK;Standard Chartered Bank Kenya Ltd;183.0;201.0;197.25;201.5;3700
EVRD;Eveready East Africa Ltd;2.75;3.0;2.8;2.75;42300
XPRS;Express Ltd;4.55;4.55;4.55;4.55;-
KQ;Kenya Airways Plc;4.75;4.95;4.9;4.8;220300
LKL;Longhorn Publishers Plc;5.2;5.7;5.45;5.75;19700
NMG;Nation Media Group Plc;175.0;180.0;175.0;178.0;17700
SMER;Sameer Africa Plc;3.55;3.65;3.55;3.7;1600
SGL;Standard Group Ltd;28.0;28.0;28.0;27.0;800
TPSE;TPS Eastern Africa (Serena) Ltd;23.0;25.25;24.5;23.0;4800
UCHM;Uchumi Supermarket Ltd;8.0;8.35;8.1;8.25;6800
SCAN;WPP ScanGroup Plc;26.75;27.0;26.75;27.75;3900
ARM;ARM Cement Ltd;34.0;36.5;34.0;36.75;507100
BAMB;Bamburi Cement Ltd;173.0;173.0;173.0;173.0;1300
CRWN;Crown Berger Ltd;56.0;56.5;56.0;56.0;11200
CABL;East African Cables Ltd;9.05;10.0;9.1;9.9;6200
PORT;East African Portland Cement Ltd;47.25;48.0;47.75;47.25;900
KENO;KenolKobil Ltd;8.6;9.45;8.6;8.85;30300
KEGN;Kenya Electricity Generating Company Plc;5.4;6.0;5.5;5.5;2455200
KPLC;Kenya Power and Lighting Ltd;12.0;12.45;12.05;12.1;639200
KPLC-P4;KPLC-P4;5.5;5.5;5.5;5.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;16.5;16.5;16.5;16.9;3300
UMME;Umeme Ltd;24.0;24.0;24.0;24.0;-
BRIT;Britam Holdings Ltd;10.85;12.15;11.8;12.0;94800
CIC;CIC Insurance Group Ltd;5.95;6.1;5.95;6.0;536500
JUB;Jubilee Holdings Ltd;465.0;470.0;469.0;472.0;4200
KNRE;Kenya Re-Insurance Corporation Ltd;20.5;21.0;20.95;21.0;134200
LBTY;Liberty Kenya Holdings Ltd;17.0;17.5;17.35;17.55;4100
SLAM;Sanlam Kenya Plc;55.0;55.5;55.0;57.0;5400
CTUM;Centum Investment Company Ltd;46.25;47.0;46.5;46.2;87400
HAFR;Home Afrika Ltd;1.85;2.0;1.85;2.0;28900
KURV;Kurwitu Ventures Ltd;1500.0;1500.0;1500.0;1500.0;-
OCH;Olympia Capital Holdings Ltd;4.35;4.5;4.45;4.55;10600
TCL;Trans-Century Ltd;8.65;8.65;8.65;8.45;1100
NSE;Nairobi Securities Exchange Plc;24.0;25.0;24.25;24.05;27700
BAT;BAT Kenya Plc;800.0;815.0;805.0;804.0;7500
BOC;BOC Kenya Plc;91.0;91.0;91.0;91.0;-
CARB;Carbacid Investments Plc;14.2;15.2;14.2;14.25;12700
EABL;East African Breweries Ltd;255.0;260.0;255.0;255.0;243100
FTGH;Flame Tree Group Holdings Ltd;7.0;7.5;7.0;7.0;10500
ORCH;Kenya Orchards Ltd;98.0;98.0;98.0;98.0;-
MSC;Mumias Sugar Company Ltd;1.65;1.8;1.65;1.7;411700
UNGA;Unga Group Ltd;35.0;35.5;35.25;34.75;4800
SCOM;Safaricom Plc;15.0;15.75;15.25;15.75;2931500
FAHR;Stanlib Fahari Income-REIT;19.5;20.75;20.0;20.75;30300
^FNK15;FTSE NSE Kenya 15 Index;171.31;174.45;171.4;173.45;-
^FNK25;FTSE NSE Kenya 25 Index;172.05;175.22;172.15;174.26;-
^N20I;NSE 20-Share Index;3759.94;3759.94;3759.94;3796.49;-
^N25I;NSE 25-Share Index;3911.82;3911.82;3911.82;3945.85;-
^NASI;NSE All-Share Index;137.02;137.02;137.02;138.83;-
;;;;;;
