20110801,10.8,10.8,10.8,9600
20110802,10.85,11.0,10.95,128100
20110803,10.8,11.5,11.4,840400
20110804,10.9,11.05,10.95,15000
20110805,10.9,11.25,10.95,57300
20110808,11.0,11.0,11.0,64800
20110809,11.0,11.4,11.0,2.95M
20110810,11.0,11.05,11.0,154500
20110811,11.05,11.1,11.05,26100
20110812,11.05,11.2,11.15,452600
20110815,11.1,11.4,11.1,13600
20110816,11.1,11.5,11.15,83000
20110817,11.15,11.2,11.15,62600
20110818,11.15,12.0,11.2,247200
20110819,11.5,12.0,11.6,33200
20110822,11.5,11.65,11.5,37200
20110823,11.25,11.6,11.55,1.15M
20110824,11.55,11.75,11.6,162300
20110825,11.55,11.6,11.55,2.22M
20110826,11.6,12.0,11.95,25700
20110829,11.7,12.0,11.95,26900
20110830,11.95,12.5,12.45,264200
20110831,11.95,12.5,12.45,264200
