20130902;3.0;3.0;3.0;3.0;-
20130903;3.0;3.0;3.0;3.0;-
20130904;3.0;3.0;3.0;3.0;-
20130905;3.0;3.0;3.0;3.0;-
20130906;3.0;3.0;3.0;3.0;-
20130909;3.0;3.0;3.0;3.0;-
20130910;3.0;3.0;3.0;3.0;-
20130911;3.0;3.0;3.0;3.0;-
20130912;3.0;3.0;3.0;3.0;-
20130913;3.0;3.0;3.0;3.0;-
20130916;3.0;3.0;3.0;3.0;-
20130917;3.0;3.0;3.0;3.0;-
20130918;3.0;3.0;3.0;3.0;-
20130919;3.0;3.0;3.0;3.0;-
20130920;3.0;3.0;3.0;3.0;-
20130923;3.0;3.0;3.0;3.0;-
20130924;3.0;3.0;3.0;3.0;-
20130925;3.0;3.0;3.0;3.0;-
20130926;3.0;3.0;3.0;3.0;-
20130927;3.0;3.0;3.0;3.0;-
20130930;3.0;3.0;3.0;3.0;-
