Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20130902;16.5;16.7;16.5;16.7;1500
20130903;16.5;16.5;16.5;16.5;-
20130904;16.55;16.55;16.55;16.5;2300
20130905;16.55;16.55;16.55;16.55;7100
20130906;16.5;16.7;16.65;16.55;600
20130909;16.55;16.7;16.55;16.65;2900
20130910;16.55;16.55;16.55;16.55;1900
20130911;16.5;16.7;16.5;16.55;5900
20130912;16.5;16.55;16.5;16.5;10900
20130913;16.5;16.55;16.5;16.5;10700
20130916;15.0;16.5;16.25;16.5;24100
20130917;16.2;16.25;16.2;16.25;2200
20130918;16.2;16.25;16.2;16.2;8700
20130919;16.2;16.2;16.2;16.2;300
20130920;16.2;16.5;16.2;16.2;5700
20130923;16.2;16.5;16.45;16.2;6600
20130924;16.2;16.5;16.45;16.45;199100
20130925;16.5;16.5;16.5;16.45;1900
20130926;16.5;16.7;16.6;16.5;500
20130927;16.7;16.8;16.75;16.6;400
20130930;16.8;17.2;16.9;16.75;1600
