Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20070301;43.0;47.0;44.0;50.0;25400
20070302;39.25;45.0;41.25;44.0;43100
20070305;39.5;43.0;40.5;41.25;57300
20070306;40.5;44.5;41.25;40.5;79600
20070307;42.0;46.5;45.25;41.25;57300
20070308;44.0;49.75;47.25;45.25;106200
20070309;43.0;46.5;45.5;47.25;31400
20070312;42.0;48.25;46.0;45.5;116900
20070313;46.0;50.5;49.0;46.0;94500
20070314;48.5;53.5;51.0;49.0;79200
20070315;50.0;55.5;52.5;51.0;99200
20070316;46.5;53.0;51.0;52.5;166800
20070319;45.0;53.5;48.5;51.0;36600
20070320;43.0;52.0;46.0;48.5;56000
20070321;39.25;45.0;40.5;46.0;39500
20070322;36.25;40.0;38.75;40.5;27600
20070323;33.25;36.0;33.5;38.75;25000
20070326;30.0;33.5;31.75;33.5;24200
20070327;31.75;38.0;34.5;31.75;114200
20070328;35.0;38.5;37.5;34.5;78900
20070329;38.25;41.75;40.75;37.5;32400
20070330;45.0;45.0;45.0;40.75;18300
