Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20070301;224.0;240.0;230.0;241.0;16600
20070302;210.0;224.0;217.0;230.0;9900
20070305;212.0;230.0;220.0;217.0;39100
20070306;210.0;230.0;215.0;220.0;246000
20070307;200.0;220.0;210.0;215.0;91500
20070308;212.0;218.0;214.0;210.0;64800
20070309;210.0;217.0;213.0;214.0;35200
20070312;213.0;215.0;214.0;213.0;15600
20070313;207.0;215.0;211.0;214.0;376200
20070314;190.0;213.0;202.0;211.0;54200
20070315;190.0;200.0;194.0;202.0;400300
20070316;195.0;200.0;196.0;194.0;37000
20070319;195.0;200.0;196.0;196.0;9500
20070320;190.0;197.0;195.0;196.0;145300
20070321;183.0;200.0;191.0;195.0;164900
20070322;179.0;190.0;182.0;191.0;137800
20070323;162.0;185.0;166.0;182.0;125800
20070326;146.0;162.0;158.0;166.0;50100
20070327;155.0;170.0;165.0;158.0;56200
20070328;172.0;185.0;184.0;165.0;1500
20070329;190.0;203.0;190.0;184.0;734900
20070330;190.0;204.0;201.0;190.0;61900
