Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
KUKZ;Kakuzi;41.0;46.0;43.25;42.25;4200
KAPC;Kapchorua Tea Kenya Plc;81.0;81.0;81.0;80.0;100
SASN;Sasini Tea and Coffee Ltd;100.0;114.0;113.0;103.0;608500
WTK;Williamson Tea Kenya Plc;78.0;80.0;78.5;81.0;2600
CGEN;Car and General (K) Ltd;52.0;52.0;52.0;50.0;300
ABSA;ABSA Bank Kenya Plc;402.0;489.0;428.0;448.0;28700
DTK;Diamond Trust Bank Kenya Ltd;73.0;83.0;79.0;74.5;49500
EQTY;Equity Group Holdings Ltd;140.0;145.0;140.0;140.0;246900
HFCK;HF Group Ltd;42.5;47.75;44.3;44.65;245200
KCB;KCB Group Plc;210.0;238.0;225.0;214.0;202800
NBK;National Bank of Kenya Ltd;58.0;63.0;62.0;61.0;173900
NCBA;NCBA Group Plc;98.0;104.0;101.5;101.75;4700
SBIC;Stanbic Holdings Plc;88.0;94.5;92.5;89.5;1900
SCBK;Standard Chartered Bank Kenya Ltd;210.0;244.0;226.75;214.25;21200
XPRS;Express Ltd;25.5;29.0;27.25;27.75;150900
KQ;Kenya Airways Plc;115.0;122.0;119.0;120.0;183900
NMG;Nation Media Group Plc;260.0;315.0;299.0;280.0;34500
SMER;Sameer Africa Plc;25.0;27.0;26.75;25.0;1912900
SGL;Standard Group Ltd;60.5;69.0;66.5;67.5;35900
TPSE;TPS Eastern Africa (Serena) Ltd;85.0;95.0;87.5;87.5;59800
SCAN;WPP ScanGroup Plc;21.75;25.25;22.75;23.5;308600
ARM;ARM Cement Ltd;85.5;92.5;90.0;89.0;85800
BAMB;Bamburi Cement Ltd;196.0;210.0;198.0;200.0;9100
CRWN;Crown Berger Ltd;40.0;44.0;40.75;38.0;22200
CABL;East African Cables Ltd;56.0;62.0;59.0;56.5;186900
KENO;KenolKobil Ltd;108.0;110.0;108.0;108.0;28600
KEGN;Kenya Electricity Generating Company Plc;33.0;34.75;34.25;34.5;1274000
KPLC;Kenya Power and Lighting Ltd;265.0;280.0;276.0;280.0;224900
TOTL;Total Kenya Ltd;35.0;37.0;35.0;35.75;180100
JUB;Jubilee Holdings Ltd;215.0;220.0;215.0;200.0;12000
SLAM;Sanlam Kenya Plc;80.0;85.0;80.5;80.0;23600
CTUM;Centum Investment Company Ltd;420.0;441.0;430.0;419.0;122600
OCH;Olympia Capital Holdings Ltd;38.0;40.0;39.75;36.75;61000
BAT;BAT Kenya Plc;194.0;200.0;196.0;196.0;57900
EABL;East African Breweries Ltd;140.0;148.0;143.0;143.0;66100
MSC;Mumias Sugar Company Ltd;51.0;54.0;52.5;53.0;509800
UNGA;Unga Group Ltd;17.0;18.7;18.6;18.5;67900
^N20I;NSE 20-Share Index;5529.5;5529.5;5529.5;5403.96;-
;;;;;;
